                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   691670481 |   249999973 |   988387643 |   260152419
  Cycles                             |  1029117000 |  1029115081 |  1029116476 |  1029117221
  IPC                                |        0.67 |        0.24 |        0.96 |        0.25
  Time (ns)                          |   343039000 |   343038361 |   343038826 |   343039074
Branch predictor stats               |             |             |             |            
  num correct                        |    42024621 |    40600608 |    53113103 |    44316225
  num incorrect                      |    25289244 |     2521753 |    37655826 |     4021450
  misprediction rate                 |      37.57% |       5.85% |      41.49% |       8.32%
  mpki                               |       36.56 |       10.09 |       38.10 |       15.46
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    82485208 |    41868591 |    80003260 |    30225960
    num misses                       |          10 |           4 |          52 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   318080791 |    75636447 |   290811603 |    90055241
    num misses                       |     2174373 |       88470 |       17582 |     1506772
    miss rate                        |       0.68% |       0.12% |       0.01% |       1.67%
    mpki                             |        3.14 |        0.35 |        0.02 |        5.79
  L2 TLB                             |             |             |             |            
    num accesses                     |     2174383 |       88474 |       17634 |     1506814
    num misses                       |     1725731 |       88474 |       15776 |      412426
    miss rate                        |      79.37% |     100.00% |      89.46% |      27.37%
    mpki                             |        2.50 |        0.35 |        0.02 |        1.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    82485208 |    41868591 |    80003260 |    30225960
    num cache misses                 |       46310 |        7621 |       34280 |       35843
    miss rate                        |       0.06% |       0.02% |       0.04% |       0.12%
    mpki                             |        0.07 |        0.03 |        0.03 |        0.14
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   318080791 |    75636447 |   290811603 |    90055241
    num cache misses                 |     4926378 |     5663999 |     1094565 |    10641206
    miss rate                        |       1.55% |       7.49% |       0.38% |      11.82%
    mpki                             |        7.12 |       22.66 |        1.11 |       40.90
  Cache L2                           |             |             |             |            
    num cache accesses               |     5430545 |     7691323 |     1177599 |    12008211
    num cache misses                 |     4628888 |     5671620 |     1094313 |     9442244
    miss rate                        |      85.24% |      73.74% |      92.93% |      78.63%
    mpki                             |        6.69 |       22.69 |        1.11 |       36.30
  Cache L3                           |             |             |             |            
    num cache accesses               |     5145896 |     7691323 |     1143994 |    10773853
    num cache misses                 |     1471816 |     5661873 |     1085352 |     6744467
    miss rate                        |      28.60% |      73.61% |      94.87% |      62.60%
    mpki                             |        2.13 |       22.65 |        1.10 |       25.93
DRAM summary                         |             |             |             |            
  num dram accesses                  |    21275711 |           0 |           0 |           0
  average dram access latency (ns)   |      136.69 |         inf |         inf |         inf
  average dram queueing delay        |       26.68 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      62.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
