                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5564422883 |  4879293974 |  3905660562 |  4799405469 |   983106177 |  1624607754 |  6354853630 |   249999989
  Cycles                             |  4370098200 |  4370098206 |  4370098208 |  4370098086 |  4370098354 |  4370098200 |  4370098184 |  4370094648
  IPC                                |        1.27 |        1.12 |        0.89 |        1.10 |        0.22 |        0.37 |        1.45 |        0.06
  Time (ns)                          |  1456699400 |  1456699402 |  1456699403 |  1456699362 |  1456699452 |  1456699400 |  1456699395 |  1456698216
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   493459242 |   529066997 |   502726557 |   273086177 |   166488915 |    98734352 |   292634335 |    43244780
  num incorrect                      |    82375737 |    80644786 |   117426359 |    46161608 |    15380378 |    59413396 |     2433511 |    11689069
  misprediction rate                 |      14.31% |      13.23% |      18.94% |      14.46% |       8.46% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.80 |       16.53 |       30.07 |        9.62 |       15.64 |       36.57 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   631922625 |   574467705 |   547749979 |   538528560 |   113943155 |   193863726 |   486166800 |    23761816
    num misses                       |        1914 |          10 |         267 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2326672340 |  2192462855 |  1526879219 |  2256545670 |   340725916 |   747162280 |  3656798888 |    88558906
    num misses                       |     1222884 |    22078371 |     2715441 |     1457974 |     5786723 |     5121442 |      492328 |    21160552
    miss rate                        |       0.05% |       1.01% |       0.18% |       0.06% |       1.70% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.52 |        0.70 |        0.30 |        5.89 |        3.15 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1224798 |    22078381 |     2715708 |     1458030 |     5786765 |     5121452 |      492371 |    21160555
    num misses                       |       38703 |     1959063 |      433156 |      229912 |     1570341 |     4070135 |      141836 |    10898416
    miss rate                        |       3.16% |       8.87% |      15.95% |      15.77% |      27.14% |      79.47% |      28.81% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.60 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   631922625 |   574467705 |   547749979 |   538528560 |   113943155 |   193863726 |   486166800 |    23761816
    num cache misses                 |     8774252 |      426538 |    17058466 |     1647902 |      134846 |      112564 |      438229 |      205427
    miss rate                        |       1.39% |       0.07% |       3.11% |       0.31% |       0.12% |       0.06% |       0.09% |       0.86%
    mpki                             |        1.58 |        0.09 |        4.37 |        0.34 |        0.14 |        0.07 |        0.07 |        0.82
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2326672340 |  2192462855 |  1526879219 |  2256545670 |   340725916 |   747162280 |  3656798888 |    88558906
    num cache misses                 |    21600710 |    70311901 |    18999434 |    13962253 |    39930112 |    11710574 |    34376856 |    28824916
    miss rate                        |       0.93% |       3.21% |       1.24% |       0.62% |      11.72% |       1.57% |       0.94% |      32.55%
    mpki                             |        3.88 |       14.41 |        4.86 |        2.91 |       40.62 |        7.21 |        5.41 |      115.30
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30499907 |    71401180 |    37136581 |    15660867 |    44774454 |    13977802 |    34841568 |    32952004
    num cache misses                 |    12330430 |    49516603 |    16569682 |    11210096 |    35391061 |    11054069 |    24063678 |    24650604
    miss rate                        |      40.43% |      69.35% |      44.62% |      71.58% |      79.04% |      79.08% |      69.07% |      74.81%
    mpki                             |        2.22 |       10.15 |        4.24 |        2.34 |       36.00 |        6.80 |        3.79 |       98.60
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12457800 |    50207295 |    17652848 |    11266499 |    40102231 |    13362110 |    24091782 |    28599292
    num cache misses                 |     2595563 |     5266170 |     3448726 |     8005048 |    24564183 |     9040519 |     9860127 |    20227715
    miss rate                        |      20.83% |      10.49% |      19.54% |      71.05% |      61.25% |      67.66% |      40.93% |      70.73%
    mpki                             |        0.47 |        1.08 |        0.88 |        1.67 |       24.99 |        5.56 |        1.55 |       80.91
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   119041241 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      161.10 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       51.09 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      81.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
