                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   1347754854 |    249999989 |    925539792 |    878499758
  Cycles                             |  12682781817 |  12682780041 |  12682782531 |  12682782409
  IPC                                |         0.11 |         0.02 |         0.07 |         0.07
  Time (ns)                          |   4227593939 |   4227593347 |   4227594177 |   4227594136
Branch predictor stats               |              |              |              |             
  num correct                        |    106807374 |     43244780 |    156011248 |    120787862
  num incorrect                      |      8737874 |     11689069 |     14439784 |     16593856
  misprediction rate                 |        7.56% |       21.28% |        8.47% |       12.08%
  mpki                               |         6.48 |        46.76 |        15.60 |        18.89
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    113248897 |     23761816 |    107329775 |    153923439
    num misses                       |           42 |            3 |           42 |          105
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |    370844788 |     88558906 |    322700620 |    409361042
    num misses                       |      1813820 |     21158889 |      5573357 |     15943612
    miss rate                        |        0.49% |       23.89% |        1.73% |        3.89%
    mpki                             |         1.35 |        84.64 |         6.02 |        18.15
  L2 TLB                             |              |              |              |             
    num accesses                     |      1813862 |     21158892 |      5573399 |     15943717
    num misses                       |       566099 |     10898216 |      1505097 |      4774768
    miss rate                        |       31.21% |       51.51% |       27.01% |       29.95%
    mpki                             |         0.42 |        43.59 |         1.63 |         5.44
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    113248897 |     23761816 |    107329775 |    153923439
    num cache misses                 |       151023 |       105954 |        78596 |      2334220
    miss rate                        |        0.13% |        0.45% |        0.07% |        1.52%
    mpki                             |         0.11 |         0.42 |         0.08 |         2.66
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    370844788 |     88558906 |    322700620 |    409361042
    num cache misses                 |     19818426 |     28759332 |     37767830 |     22911940
    miss rate                        |        5.34% |       32.47% |       11.70% |        5.60%
    mpki                             |        14.70 |       115.04 |        40.81 |        26.08
  Cache L2                           |              |              |              |             
    num cache accesses               |     20144768 |     32576465 |     42167582 |     30059494
    num cache misses                 |     17273394 |     22333840 |     30829737 |     20410960
    miss rate                        |       85.75% |       68.56% |       73.11% |       67.90%
    mpki                             |        12.82 |        89.34 |        33.31 |        23.23
  Cache L3                           |              |              |              |             
    num cache accesses               |     17449144 |     26089867 |     35153982 |     25238010
    num cache misses                 |     16421728 |     17675931 |     23109380 |     16241125
    miss rate                        |       94.11% |       67.75% |       65.74% |       64.35%
    mpki                             |        12.18 |        70.70 |        24.97 |        18.49
DRAM summary                         |              |              |              |             
  num dram accesses                  |     94290465 |            0 |            0 |            0
  average dram access latency (ns)   |       523.20 |          inf |          inf |          inf
  average dram queueing delay        |       383.16 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       89.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
