                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999973 |   987272403 |   370897590 |   582493769
  Cycles                             |  1215985367 |  1215987644 |  1215988184 |  1215987900
  IPC                                |        0.21 |        0.81 |        0.31 |        0.48
  Time (ns)                          |   405328456 |   405329215 |   405329395 |   405329300
Branch predictor stats               |             |             |             |            
  num correct                        |    40600608 |     1280747 |     7066696 |    35849785
  num incorrect                      |     2521753 |       21706 |     9812127 |     1142456
  misprediction rate                 |       5.85% |       1.67% |      58.13% |       3.09%
  mpki                               |       10.09 |        0.02 |       26.46 |        1.96
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    41868591 |   113103666 |    40946392 |    55413624
    num misses                       |           4 |           6 |          14 |          22
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    75636447 |   738474883 |   137031899 |   192136449
    num misses                       |       88470 |    26541201 |      985054 |     1675314
    miss rate                        |       0.12% |       3.59% |       0.72% |       0.87%
    mpki                             |        0.35 |       26.88 |        2.66 |        2.88
  L2 TLB                             |             |             |             |            
    num accesses                     |       88474 |    26541207 |      985068 |     1675336
    num misses                       |       88474 |    18965864 |      985057 |      148969
    miss rate                        |     100.00% |      71.46% |     100.00% |       8.89%
    mpki                             |        0.35 |       19.21 |        2.66 |        0.26
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    41868591 |   113103666 |    40946392 |    55413624
    num cache misses                 |        1918 |      103970 |       20050 |       78055
    miss rate                        |       0.00% |       0.09% |       0.05% |       0.14%
    mpki                             |        0.01 |        0.11 |        0.05 |        0.13
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    75636447 |   738474883 |   137031899 |   192136449
    num cache misses                 |     5661005 |     8062821 |    10599892 |    11677391
    miss rate                        |       7.48% |       1.09% |       7.74% |       6.08%
    mpki                             |       22.64 |        8.17 |       28.58 |       20.05
  Cache L2                           |             |             |             |            
    num cache accesses               |     7682565 |     8168885 |    12031356 |    12589350
    num cache misses                 |     5662923 |     5442213 |    10619872 |     3298875
    miss rate                        |      73.71% |      66.62% |      88.27% |      26.20%
    mpki                             |       22.65 |        5.51 |       28.63 |        5.66
  Cache L3                           |             |             |             |            
    num cache accesses               |     7682565 |     5444427 |    12031284 |     4139740
    num cache misses                 |     5660432 |     5246354 |    10611651 |     3088446
    miss rate                        |      73.68% |      96.36% |      88.20% |      74.60%
    mpki                             |       22.64 |        5.31 |       28.61 |        5.30
DRAM summary                         |             |             |             |            
  num dram accesses                  |    33916920 |           0 |           0 |           0
  average dram access latency (ns)   |      166.55 |         inf |         inf |         inf
  average dram queueing delay        |       56.54 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      83.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
