                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3120105155 |  3698747147 |  2250039659 |   481976710 |  1169591649 |  8419089901 |  3254562044 |  6244787784 |  1752224453 |   249999981 |  6808497119 |   691342445 |  3911550582 |  9989946115 |   884912187 |  1961532925
  Cycles                             |  5504461379 |  5504462426 |  5504462974 |  5504461644 |  5504461582 |  5504461500 |  5504462619 |  5504463255 |  5504463308 |  5504456882 |  5504461500 |  5504461902 |  5504462414 |  5504461511 |  5504463094 |  5504462104
  IPC                                |        0.57 |        0.67 |        0.41 |        0.09 |        0.21 |        1.53 |        0.59 |        1.13 |        0.32 |        0.05 |        1.24 |        0.13 |        0.71 |        1.81 |        0.16 |        0.36
  Time (ns)                          |  1834820460 |  1834820809 |  1834820992 |  1834820548 |  1834820528 |  1834820500 |  1834820873 |  1834821085 |  1834821103 |  1834818961 |  1834820500 |  1834820634 |  1834820805 |  1834820504 |  1834821032 |  1834820702
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   338158715 |   197841393 |   136795907 |    66274328 |    62359117 |   561201650 |   419440929 |   502137800 |    40417828 |    58565837 |   300213854 |    12711636 |   180118020 |  1843648733 |     8020033 |   297754522
  num incorrect                      |    51529441 |   141208357 |    82316459 |     9099771 |     1458899 |    96223856 |    97745545 |    84362803 |      721012 |     6500447 |    17050410 |    17742165 |     1496701 |   125771113 |       53694 |    64576536
  misprediction rate                 |      13.22% |      41.65% |      37.57% |      12.07% |       2.29% |      14.64% |      18.90% |      14.38% |       1.75% |       9.99% |       5.37% |      58.26% |       0.82% |       6.39% |       0.67% |      17.82%
  mpki                               |       16.52 |       38.18 |       36.58 |       18.88 |        1.25 |       11.43 |       30.03 |       13.51 |        0.41 |       26.00 |        2.50 |       25.66 |        0.38 |       12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   367202720 |   299101283 |   268605325 |    84420518 |   116808521 |  1021490814 |   456393747 |   914747554 |   156580956 |    21135842 |   648727775 |    74624439 |   299242516 |  1638099862 |    78208811 |   271095866
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         238 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1401797614 |  1087719732 |  1034356206 |   224633299 |   408408139 |  3549612902 |  1270689011 |  2994069491 |   688261712 |    86633855 |  2071542757 |   250977816 |  2250845621 |  3255703255 |   240850753 |   761749962
    num misses                       |    14208671 |       65070 |     7121009 |     8749791 |      627047 |    25177309 |     2291221 |    16696284 |      367999 |     1331680 |      661532 |     1731732 |      303071 |          23 |      429715 |     4043939
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.90% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.55 |        0.02 |        3.16 |       18.15 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.50 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    14208681 |       65122 |     7121019 |     8749883 |      627094 |    25177327 |     2291459 |    16696349 |      368003 |     1349121 |      661540 |     1731746 |      303114 |          62 |      429718 |     4044333
    num misses                       |     1264630 |       57999 |     5662865 |     2616543 |      194064 |      192115 |      363965 |      106580 |      191200 |     1140461 |       16463 |     1731727 |       87793 |          62 |      429393 |      372902
    miss rate                        |       8.90% |      89.06% |      79.52% |      29.90% |      30.95% |       0.76% |      15.88% |       0.64% |      51.96% |      84.53% |       2.49% |     100.00% |      28.96% |     100.00% |      99.92% |       9.22%
