                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  410454538 |  503062257 |  249999979 |  380841533
  Cycles                             |  255517915 |  255518100 |  255515679 |  255518101
  IPC                                |       1.61 |       1.97 |       0.98 |       1.49
  Time (ns)                          |   85172638 |   85172700 |   85171893 |   85172700
Branch predictor stats               |            |            |            |           
  num correct                        |   17416291 |   92840267 |   38222132 |   34452918
  num incorrect                      |    1001951 |    6333653 |    9793313 |    5905864
  misprediction rate                 |      5.44% |      6.39% |     20.40% |     14.63%
  mpki                               |       2.44 |      12.59 |      39.17 |      15.51
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   39666779 |   82490342 |   32523298 |   43495498
    num misses                       |          8 |         39 |         19 |        221
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  127519315 |  163948428 |   84159510 |  159477194
    num misses                       |      36051 |         23 |     372574 |      88224
    miss rate                        |      0.03% |      0.00% |      0.44% |      0.06%
    mpki                             |       0.09 |       0.00 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36059 |         62 |     372593 |      88445
    num misses                       |       1105 |         62 |      78123 |       2778
    miss rate                        |      3.06% |    100.00% |     20.97% |      3.14%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   39666779 |   82490342 |   32523298 |   43495498
    num cache misses                 |        712 |     766659 |     109885 |     549457
    miss rate                        |      0.00% |      0.93% |      0.34% |      1.26%
    mpki                             |       0.00 |       1.52 |       0.44 |       1.44
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  127519315 |  163948428 |   84159510 |  159477194
    num cache misses                 |    3445576 |        508 |     311581 |    1163414
    miss rate                        |      2.70% |      0.00% |      0.37% |      0.73%
    mpki                             |       8.39 |       0.00 |       1.25 |       3.05
  Cache L2                           |            |            |            |           
    num cache accesses               |    3455485 |     767215 |     488239 |    1713997
    num cache misses                 |      45685 |       1347 |     106550 |      64454
    miss rate                        |      1.32% |      0.18% |     21.82% |      3.76%
    mpki                             |       0.11 |       0.00 |       0.43 |       0.17
  Cache L3                           |            |            |            |           
    num cache accesses               |      54940 |       1395 |     174550 |      65666
    num cache misses                 |      43264 |       1347 |      93751 |      23764
    miss rate                        |     78.75% |     96.56% |     53.71% |     36.19%
    mpki                             |       0.11 |       0.00 |       0.38 |       0.06
DRAM summary                         |            |            |            |           
  num dram accesses                  |     234748 |          0 |          0 |          0
  average dram access latency (ns)   |     110.50 |        inf |        inf |        inf
  average dram queueing delay        |       0.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
