                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  294210625 |  319563668 |  551085063 |  249999939
  Cycles                             |  286442790 |  286442785 |  286442790 |  286441000
  IPC                                |       1.03 |       1.12 |       1.92 |       0.87
  Time (ns)                          |   95480930 |   95480929 |   95480930 |   95480334
Branch predictor stats               |            |            |            |           
  num correct                        |   14797616 |   40925679 |  101704229 |     325726
  num incorrect                      |   11566975 |    9707810 |    6938983 |       5522
  misprediction rate                 |     43.87% |     19.17% |      6.39% |      1.67%
  mpki                               |      39.32 |      30.38 |      12.59 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   23279510 |   44693646 |   90366228 |   28636353
    num misses                       |         52 |        112 |         39 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   85695840 |  125528880 |  179605213 |  187012795
    num misses                       |       4648 |     198644 |         23 |    6744290
    miss rate                        |      0.01% |      0.16% |      0.00% |      3.61%
    mpki                             |       0.02 |       0.62 |       0.00 |      26.98
  L2 TLB                             |            |            |            |           
    num accesses                     |       4700 |     198756 |         62 |    6744296
    num misses                       |       4244 |      34007 |         62 |    4828444
    miss rate                        |     90.30% |     17.11% |    100.00% |     71.59%
    mpki                             |       0.01 |       0.11 |       0.00 |      19.31
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   23279510 |   44693646 |   90366228 |   28636353
    num cache misses                 |       6886 |    1370534 |     855192 |     204338
    miss rate                        |      0.03% |      3.07% |      0.95% |      0.71%
    mpki                             |       0.02 |       4.29 |       1.55 |       0.82
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   85695840 |  125528880 |  179605213 |  187012795
    num cache misses                 |     279887 |    1428553 |       8636 |    2200678
    miss rate                        |      0.33% |      1.14% |      0.00% |      1.18%
    mpki                             |       0.95 |       4.47 |       0.02 |       8.80
  Cache L2                           |            |            |            |           
    num cache accesses               |     292469 |    2841819 |     864788 |    2412448
    num cache misses                 |     274563 |    1174178 |      27220 |    1778459
    miss rate                        |     93.88% |     41.32% |      3.15% |     73.72%
    mpki                             |       0.93 |       3.67 |       0.05 |       7.11
  Cache L3                           |            |            |            |           
    num cache accesses               |     280304 |    1217219 |      28180 |    1785894
    num cache misses                 |     271719 |      84886 |      23823 |    1443426
    miss rate                        |     96.94% |      6.97% |     84.54% |     80.82%
    mpki                             |       0.92 |       0.27 |       0.04 |       5.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2456053 |          0 |          0 |          0
  average dram access latency (ns)   |     121.99 |        inf |        inf |        inf
  average dram queueing delay        |      11.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     25.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
