                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  388777674 |  332788408 |  249999984 |  485539732
  Cycles                             |  326366917 |  326367004 |  326364545 |  326366889
  IPC                                |       1.19 |       1.02 |       0.77 |       1.49
  Time (ns)                          |  108788973 |  108789002 |  108788182 |  108788963
Branch predictor stats               |            |            |            |           
  num correct                        |   58758775 |   42624207 |   15199251 |   27615676
  num incorrect                      |    6535472 |   10136480 |    9146162 |    4717053
  misprediction rate                 |     10.01% |     19.21% |     37.57% |     14.59%
  mpki                               |      16.81 |      30.46 |      36.58 |       9.72
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   62128473 |   46542271 |   29844534 |   54488124
    num misses                       |       2506 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  155958762 |  130551901 |  114926447 |  228309852
    num misses                       |     845700 |     210086 |     791208 |     145071
    miss rate                        |      0.54% |      0.16% |      0.69% |      0.06%
    mpki                             |       2.18 |       0.63 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     848206 |     210199 |     791218 |     145127
    num misses                       |     125250 |      36045 |     629352 |      22836
    miss rate                        |     14.77% |     17.15% |     79.54% |     15.74%
    mpki                             |       0.32 |       0.11 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   62128473 |   46542271 |   29844534 |   54488124
    num cache misses                 |    1010042 |    1342284 |       6504 |      87210
    miss rate                        |      1.63% |      2.88% |      0.02% |      0.16%
    mpki                             |       2.60 |       4.03 |       0.03 |       0.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  155958762 |  130551901 |  114926447 |  228309852
    num cache misses                 |    1343653 |    1477103 |    1767018 |    1352613
    miss rate                        |      0.86% |      1.13% |      1.54% |      0.59%
    mpki                             |       3.46 |       4.44 |       7.07 |       2.79
  Cache L2                           |            |            |            |           
    num cache accesses               |    2400048 |    2893350 |    1905404 |    1441890
    num cache misses                 |     532311 |     396218 |    1141155 |     732349
    miss rate                        |     22.18% |     13.69% |     59.89% |     50.79%
    mpki                             |       1.37 |       1.19 |       4.56 |       1.51
  Cache L3                           |            |            |            |           
    num cache accesses               |     579355 |     472483 |    1325222 |     741439
    num cache misses                 |     429015 |     217123 |     422270 |     383521
    miss rate                        |     74.05% |     45.95% |     31.86% |     51.73%
    mpki                             |       1.10 |       0.65 |       1.69 |       0.79
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2165477 |          0 |          0 |          0
  average dram access latency (ns)   |     112.46 |        inf |        inf |        inf
  average dram queueing delay        |       2.45 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     19.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
