                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   862319127 |   249999981 |   439914505 |  2967924898 |  1998640074 |  1114019400 |  3265676361 |  4451954771
  Cycles                             |  3387057617 |  3387053773 |  3387057466 |  3387057204 |  3387057386 |  3387057487 |  3387057061 |  3387057211
  IPC                                |        0.25 |        0.07 |        0.13 |        0.88 |        0.59 |        0.33 |        0.96 |        1.31
  Time (ns)                          |  1129019206 |  1129017925 |  1129019156 |  1129019068 |  1129019129 |  1129019163 |  1129019021 |  1129019071
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7818171 |    58565837 |    73018995 |   453856146 |     2604915 |    68698804 |   150385946 |   357985278
  num incorrect                      |       52346 |     6500447 |     4400563 |   116273015 |       44146 |     2333970 |     1251551 |    60129786
  misprediction rate                 |       0.67% |       9.99% |       5.68% |      20.39% |       1.67% |       3.29% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.00 |       39.18 |        0.02 |        2.10 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    76212383 |    21135842 |    74068687 |   386069273 |   228932562 |   105952123 |   249839648 |   652159649
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   234741923 |    86633855 |   133489450 |   998939218 |  1495093803 |   369509991 |  1879172924 |  2134373929
    num misses                       |      418990 |     1331689 |      159578 |     4418650 |    53908957 |     3035624 |      253146 |    11912409
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.82% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.97 |        2.72 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      418993 |     1349130 |      159582 |     4418669 |    53908963 |     3035646 |      253189 |    11912474
    num misses                       |      418676 |     1140465 |      159582 |      925456 |    38476415 |      284840 |       72780 |       75543
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.94% |      71.37% |       9.38% |      28.75% |       0.63%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.25 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    76212383 |    21135842 |    74068687 |   386069273 |   228932562 |   105952123 |   249839648 |   652159649
    num cache misses                 |      592128 |      402869 |       12204 |     1969767 |      962483 |      693767 |      225861 |    21667241
    miss rate                        |       0.78% |       1.91% |       0.02% |       0.51% |       0.42% |       0.65% |       0.09% |       3.32%
    mpki                             |        0.69 |        1.61 |        0.03 |        0.66 |        0.48 |        0.62 |        0.07 |        4.87
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   234741923 |    86633855 |   133489450 |   998939218 |  1495093803 |   369509991 |  1879172924 |  2134373929
    num cache misses                 |    44263872 |     7451581 |    10215760 |     4101513 |    16456658 |    21542607 |    17668055 |    71849298
    miss rate                        |      18.86% |       8.60% |       7.65% |       0.41% |       1.10% |       5.83% |       0.94% |       3.37%
    mpki                             |       51.33 |       29.81 |       23.22 |        1.38 |        8.23 |       19.34 |        5.41 |       16.14
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    44856008 |     7873296 |    13561600 |     6871936 |    17419793 |    23779525 |    17916310 |    93545038
    num cache misses                 |    29151248 |     7525832 |    10227964 |     2729909 |    12168697 |    10332123 |    12366817 |    14646731
    miss rate                        |      64.99% |      95.59% |      75.42% |      39.73% |      69.86% |      43.45% |      69.03% |      15.66%
    mpki                             |       33.81 |       30.10 |       23.25 |        0.92 |        6.09 |        9.27 |        3.79 |        3.29
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    29151256 |     7545241 |    13561600 |     3543999 |    12169615 |    11878593 |    12390830 |    14681418
    num cache misses                 |    26474619 |     7259396 |    10209551 |     1175130 |    10594192 |     5760078 |     7405816 |      595344
    miss rate                        |      90.82% |      96.21% |      75.28% |      33.16% |      87.05% |      48.49% |      59.77% |       4.06%
    mpki                             |       30.70 |       29.04 |       23.21 |        0.40 |        5.30 |        5.17 |        2.27 |        0.13
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   106348209 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      266.04 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      156.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
