                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  276650039 |  351450586 |  249999969 |  419969601
  Cycles                             |  255767125 |  255767006 |  255764889 |  255766982
  IPC                                |       1.08 |       1.37 |       0.98 |       1.64
  Time (ns)                          |   85255708 |   85255669 |   85254963 |   85255661
Branch predictor stats               |            |            |            |           
  num correct                        |   41586310 |   20291883 |   32217105 |   19326787
  num incorrect                      |    4736991 |    3468600 |    7507996 |     158478
  misprediction rate                 |     10.23% |     14.60% |     18.90% |      0.81%
  mpki                               |      17.12 |       9.87 |      30.03 |       0.38
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   44393819 |   40202897 |   35058549 |   32120263
    num misses                       |       1799 |         56 |        106 |         43
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  111944354 |  164443365 |   97606891 |  241669854
    num misses                       |     656046 |     107427 |     176192 |      32056
    miss rate                        |      0.59% |      0.07% |      0.18% |      0.01%
    mpki                             |       2.37 |       0.31 |       0.70 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     657845 |     107483 |     176298 |      32099
    num misses                       |      95265 |      16651 |      28106 |      10306
    miss rate                        |     14.48% |     15.49% |     15.94% |     32.11%
    mpki                             |       0.34 |       0.05 |       0.11 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   44393819 |   40202897 |   35058549 |   32120263
    num cache misses                 |     777647 |      64425 |    1009304 |      14786
    miss rate                        |      1.75% |      0.16% |      2.88% |      0.05%
    mpki                             |       2.81 |       0.18 |       4.04 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  111944354 |  164443365 |   97606891 |  241669854
    num cache misses                 |    1045950 |     975043 |    1214080 |    2179471
    miss rate                        |      0.93% |      0.59% |      1.24% |      0.90%
    mpki                             |       3.78 |       2.77 |       4.86 |       5.19
  Cache L2                           |            |            |            |           
    num cache accesses               |    1865712 |    1041390 |    2287004 |    2197863
    num cache misses                 |     448772 |     538218 |     356255 |    1221768
    miss rate                        |     24.05% |     51.68% |     15.58% |     55.59%
    mpki                             |       1.62 |       1.53 |       1.43 |       2.91
  Cache L3                           |            |            |            |           
    num cache accesses               |     491460 |     546137 |     421924 |    1225937
    num cache misses                 |     396094 |     397977 |     211915 |     710786
    miss rate                        |     80.60% |     72.87% |     50.23% |     57.98%
    mpki                             |       1.43 |       1.13 |       0.85 |       1.69
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2756271 |          0 |          0 |          0
  average dram access latency (ns)   |     114.11 |        inf |        inf |        inf
  average dram queueing delay        |       4.10 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     32.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
