                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2112111170 |   249999989 |   926066896 |  4553347750
  Cycles                             |  4416673047 |  4416668979 |  4416673190 |  4416672808
  IPC                                |        0.48 |        0.06 |        0.21 |        1.03
  Time (ns)                          |  1472224349 |  1472222993 |  1472224397 |  1472224269
Branch predictor stats               |             |             |             |            
  num correct                        |   167393582 |    43244780 |   156097721 |   492998564
  num incorrect                      |    13692183 |    11689069 |    14447981 |    75101444
  misprediction rate                 |       7.56% |      21.28% |       8.47% |      13.22%
  mpki                               |        6.48 |       46.76 |       15.60 |       16.49
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   177243170 |    23761816 |   107409944 |   536051511
    num misses                       |          42 |           3 |          42 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   581317306 |    88558906 |   322815493 |  2046666135
    num misses                       |     2839162 |    21161522 |     5573823 |    20742163
    miss rate                        |       0.49% |      23.90% |       1.73% |       1.01%
    mpki                             |        1.34 |       84.65 |        6.02 |        4.56
  L2 TLB                             |             |             |             |            
    num accesses                     |     2839204 |    21161525 |     5573865 |    20742173
    num misses                       |      885199 |    10899097 |     1505265 |     1837855
    miss rate                        |      31.18% |      51.50% |      27.01% |       8.86%
    mpki                             |        0.42 |       43.60 |        1.63 |        0.40
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   177243170 |    23761816 |   107409944 |   536051511
    num cache misses                 |      356926 |      301684 |      177151 |      442435
    miss rate                        |       0.20% |       1.27% |       0.16% |       0.08%
    mpki                             |        0.17 |        1.21 |        0.19 |        0.10
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   581317306 |    88558906 |   322815493 |  2046666135
    num cache misses                 |    31181317 |    29130669 |    38229510 |    66079818
    miss rate                        |       5.36% |      32.89% |      11.84% |       3.23%
    mpki                             |       14.76 |      116.52 |       41.28 |       14.51
  Cache L2                           |             |             |             |            
    num cache accesses               |    31770212 |    33967194 |    45047499 |    67874785
    num cache misses                 |    29406894 |    26644061 |    34730777 |    47066704
    miss rate                        |      92.56% |      78.44% |      77.10% |      69.34%
    mpki                             |       13.92 |      106.58 |       37.50 |       10.34
  Cache L3                           |             |             |             |            
    num cache accesses               |    29639497 |    31202122 |    41373074 |    48468311
    num cache misses                 |    16600483 |    25618786 |    30572098 |     8333952
    miss rate                        |      56.01% |      82.11% |      73.89% |      17.19%
    mpki                             |        7.86 |      102.48 |       33.01 |        1.83
DRAM summary                         |             |             |             |            
  num dram accesses                  |   104323339 |           0 |           0 |           0
  average dram access latency (ns)   |      139.49 |         inf |         inf |         inf
  average dram queueing delay        |       29.48 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      70.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
