                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |  1015896604 |  1598215990 |   404897617
  Cycles                             |  1791659990 |  1791661568 |  1791661567 |  1791662126
  IPC                                |        0.14 |        0.57 |        0.89 |        0.23
  Time (ns)                          |   597219997 |   597220523 |   597220522 |   597220709
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    54751279 |     2083114 |    66870389
  num incorrect                      |     6500447 |     1280332 |       35302 |     4216010
  misprediction rate                 |       9.99% |       2.29% |       1.67% |       5.93%
  mpki                               |       26.00 |        1.26 |        0.02 |       10.41
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |   101556590 |   183066058 |    67735520
    num misses                       |       17441 |          47 |           6 |           4
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   352158983 |  1195555132 |   123897400
    num misses                       |     1331678 |      552339 |    43211175 |      147205
    miss rate                        |       1.54% |       0.16% |       3.61% |       0.12%
    mpki                             |        5.33 |        0.54 |       27.04 |        0.36
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349119 |      552386 |    43211181 |      147209
    num misses                       |     1140469 |      168991 |    30903672 |      147209
    miss rate                        |      84.53% |      30.59% |      71.52% |     100.00%
    mpki                             |        4.56 |        0.17 |       19.34 |        0.36
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |   101556590 |   183066058 |    67735520
    num cache misses                 |      345306 |       33236 |      163646 |        2937
    miss rate                        |       1.63% |       0.03% |       0.09% |       0.00%
    mpki                             |        1.38 |        0.03 |        0.10 |        0.01
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   352158983 |  1195555132 |   123897400
    num cache misses                 |     7409618 |    12468500 |    13065732 |     9419176
    miss rate                        |       8.55% |       3.54% |       1.09% |       7.60%
    mpki                             |       29.64 |       12.27 |        8.18 |       23.26
  Cache L2                           |             |             |             |            
    num cache accesses               |     7774391 |    14353764 |    13232862 |    12676054
    num cache misses                 |     7334817 |     9219748 |     8803112 |     9422113
    miss rate                        |      94.35% |      64.23% |      66.52% |      74.33%
    mpki                             |       29.34 |        9.08 |        5.51 |       23.27
  Cache L3                           |             |             |             |            
    num cache accesses               |     7355239 |    11144841 |     8806835 |    12676054
    num cache misses                 |     7260247 |     9093042 |     8526327 |     9417890
    miss rate                        |      98.71% |      81.59% |      96.81% |      74.30%
    mpki                             |       29.04 |        8.95 |        5.33 |       23.26
DRAM summary                         |             |             |             |            
  num dram accesses                  |    43917016 |           0 |           0 |           0
  average dram access latency (ns)   |      142.42 |         inf |         inf |         inf
  average dram queueing delay        |       32.41 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      73.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
