                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1997015429 |   6692238044 |   8043692651 |   3308371041 |   3325242006 |    249999989 |   4362437696 |   5243205778 |    855745247 |   1285876450 |   4186056560 |    875591440 |   3635397190 |   1270710100 |   4300741085 |   2168774235
  Cycles                             |  11223372079 |  11223372823 |  11223371113 |  11223371279 |  11223371100 |  11223356439 |  11223371100 |  11223371866 |  11223371129 |  11223371170 |  11223372385 |  11223371346 |  11223371108 |  11223371310 |  11223372452 |  11223372435
  IPC                                |         0.18 |         0.60 |         0.72 |         0.29 |         0.30 |         0.02 |         0.39 |         0.47 |         0.08 |         0.11 |         0.37 |         0.08 |         0.32 |         0.11 |         0.38 |         0.19
  Time (ns)                          |   3741124027 |   3741124275 |   3741123705 |   3741123760 |   3741123700 |   3741118813 |   3741123700 |   3741123956 |   3741123710 |   3741123724 |   3741124129 |   3741123782 |   3741123703 |   3741123770 |   3741124151 |   3741124145
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     67938103 |    308175818 |   1229565301 |     76110596 |    202137689 |     43244780 |    805090533 |     96543049 |    139567751 |    101910851 |    455562821 |    120361806 |    553894362 |     24825188 |      5607101 |    133904468
  num incorrect                      |     31713244 |      2563289 |    315210916 |      1356516 |    121636893 |     11689069 |     54922790 |     14693371 |      8893217 |      8332567 |     69379901 |     16540830 |    118674474 |     34247080 |        95022 |      4700659
  misprediction rate                 |       31.82% |        0.82% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.21% |        5.99% |        7.56% |       13.22% |       12.08% |       17.64% |       57.97% |        1.67% |        3.39%
  mpki                               |        15.88 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.80 |        10.39 |         6.48 |        16.57 |        18.89 |        32.64 |        26.95 |         0.02 |         2.17
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    156544340 |    511982058 |   1046490025 |    295869937 |    396909369 |     23761816 |    715331810 |    498707366 |    142602538 |    107859904 |    492529781 |    153410571 |    501113966 |    140541712 |    492619719 |    206087442
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          139 |            4 |           42 |           10 |          105 |          636 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    861741661 |   3850940444 |   2707701269 |   1298207243 |   1528955916 |     88558906 |   1421715790 |   2665077028 |    261681871 |    353881980 |   1876692133 |    408005846 |   1410309945 |    476806550 |   3217210607 |    721532523
    num misses                       |       894047 |       519120 |     11990153 |       688021 |     10509238 |     21159938 |           23 |      5893473 |       306813 |      1729120 |     19001732 |     15884707 |      7485908 |      3354711 |    116090878 |      5770562
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.89% |        0.53% |        0.70% |        3.61% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.12 |         0.36 |         1.34 |         4.54 |        18.14 |         2.06 |         2.64 |        26.99 |         2.66
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       894050 |       519163 |     11990172 |       688025 |     10509248 |     21159941 |           62 |      5893612 |       306817 |      1729162 |     19001742 |     15884812 |      7486544 |      3354725 |    116090884 |      5770584
    num misses                       |       612377 |       149152 |      2510250 |       359828 |      8356257 |     10898486 |           62 |        80633 |       306817 |       538892 |      1682593 |      4759080 |       719715 |      3354685 |     82795874 |       557298
    miss rate                        |       68.49% |       28.73% |       20.94% |       52.30% |       79.51% |       51.51% |      100.00% |        1.37% |      100.00% |       31.16% |        8.85% |       29.96% |        9.61% |      100.00% |       71.32% |        9.66%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.51 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.44 |         0.20 |         2.64 |        19.25 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    156544340 |    511982058 |   1046490025 |    295869937 |    396909369 |     23761816 |    715331810 |    498707366 |    142602538 |    107859904 |    492529781 |    153410571 |    501113966 |    140541712 |    492619719 |    206087442
    num cache misses                 |        31891 |       199835 |      3694297 |        45857 |        57639 |        29233 |     12359504 |        92106 |         3774 |        95251 |        54301 |      1622109 |     28260909 |        19226 |       292367 |       183436
    miss rate                        |        0.02% |        0.04% |        0.35% |        0.02% |        0.01% |        0.12% |        1.73% |        0.02% |        0.00% |        0.09% |        0.01% |        1.06% |        5.64% |        0.01% |        0.06% |        0.09%
    mpki                             |         0.02 |         0.03 |         0.46 |         0.01 |         0.02 |         0.12 |         2.83 |         0.02 |         0.00 |         0.07 |         0.01 |         1.85 |         7.77 |         0.02 |         0.07 |         0.08
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    861741661 |   3850940444 |   2707701269 |   1298207243 |   1528955916 |     88558906 |   1421715790 |   2665077028 |    261681871 |    353881980 |   1876692133 |    408005846 |   1410309945 |    476806550 |   3217210607 |    721532523
    num cache misses                 |     44097806 |     34790354 |     10306546 |     33383182 |     23645795 |     28786364 |      1992170 |     40843697 |     19630669 |     18863029 |     60627567 |     22643895 |     32142257 |     37025554 |     35157078 |     41018369
    miss rate                        |        5.12% |        0.90% |        0.38% |        2.57% |        1.55% |       32.51% |        0.14% |        1.53% |        7.50% |        5.33% |        3.23% |        5.55% |        2.28% |        7.77% |        1.09% |        5.68%
    mpki                             |        22.08 |         5.20 |         1.28 |        10.09 |         7.11 |       115.15 |         0.46 |         7.79 |        22.94 |        14.67 |        14.48 |        25.86 |         8.84 |        29.14 |         8.17 |        18.91
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     47289332 |     35091118 |     16284384 |     33466477 |     26316973 |     32623598 |     14760619 |     42773793 |     26769553 |     19127625 |     61421555 |     29044665 |     61919117 |     42039456 |     35468474 |     44188278
    num cache misses                 |     39236519 |     17915193 |      4063418 |     22789715 |     12056463 |     19185984 |      7779883 |      7496746 |     19634443 |     15837174 |     18618920 |     17316704 |      9108499 |     37044489 |     23476556 |     12125558
    miss rate                        |       82.97% |       51.05% |       24.95% |       68.10% |       45.81% |       58.81% |       52.71% |       17.53% |       73.35% |       82.80% |       30.31% |       59.62% |       14.71% |       88.12% |       66.19% |       27.44%
    mpki                             |        19.65 |         2.68 |         0.51 |         6.89 |         3.63 |        76.74 |         1.78 |         1.43 |        22.94 |        12.32 |         4.45 |        19.78 |         2.51 |        29.15 |         5.46 |         5.59
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
