                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1584154903 |   7539927014 |   1244192707 |  10796916175 |   1228274004 |    249999989 |   2104810560 |    866107449 |   5507943744 |   3158105865 |   3462483179 |   5933829489 |  15502558165 |   6740625815 |  12534375654 |    448415793
  Cycles                             |  10207569300 |  10207569305 |  10207569741 |  10207569303 |  10207569333 |  10207563952 |  10207569332 |  10207569307 |  10207569657 |  10207569412 |  10207569464 |  10207569300 |  10207569300 |  10207569566 |  10207569275 |  10207569769
  IPC                                |         0.16 |         0.74 |         0.12 |         1.06 |         0.12 |         0.02 |         0.21 |         0.08 |         0.54 |         0.31 |         0.34 |         0.58 |         1.52 |         0.66 |         1.23 |         0.04
  Time (ns)                          |   3402523100 |   3402523102 |   3402523247 |   3402523101 |   3402523111 |   3402521317 |   3402523111 |   3402523102 |   3402523219 |   3402523137 |   3402523155 |   3402523100 |   3402523100 |   3402523189 |   3402523092 |   3402523256
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14379143 |   1152541550 |     98656224 |    957279433 |     23658441 |     43244780 |    112345882 |    119073013 |    597153299 |     72396067 |    526913576 |    895242884 |   1032873622 |    368021350 |    553318076 |    105060577
  num incorrect                      |        96316 |    295478301 |      8067015 |    159669993 |     32441005 |     11689069 |      2628774 |     16360589 |     91001974 |      1289929 |    113337943 |    100526206 |    177313539 |    254185606 |     31412345 |     11662658
  misprediction rate                 |        0.67% |       20.41% |        7.56% |       14.30% |       57.83% |       21.28% |        2.29% |       12.08% |       13.22% |        1.75% |       17.70% |       10.10% |       14.65% |       40.85% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.19 |         6.48 |        14.79 |        26.41 |        46.76 |         1.25 |        18.89 |        16.52 |         0.41 |        32.73 |        16.94 |        11.44 |        37.71 |         2.51 |        26.01
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    140009470 |    980957597 |    104185036 |   1226078751 |    134596360 |     23761816 |    210449978 |    151759492 |    648887121 |    282692500 |    477782081 |    949807517 |   1881220934 |    551907609 |   1193771333 |     37895516
    num misses                       |            3 |           19 |           42 |         3627 |           14 |            3 |           47 |          105 |           10 |            4 |          622 |        34391 |           18 |           52 |            8 |        31058
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    431466903 |   2538101739 |    342451045 |   4514381348 |    458798160 |     88558906 |    731337459 |    403596636 |   2476398199 |   1242459218 |   1343637431 |   2388125945 |   6537449098 |   1991933929 |   3811270604 |    155358119
    num misses                       |       771090 |     11239814 |      1675447 |      2371902 |      3264098 |     21159730 |      1126095 |     15714919 |     24705425 |       657034 |      7134557 |     13200544 |     46505109 |       121377 |      1222963 |      2391750
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.15% |        3.89% |        1.00% |        0.05% |        0.53% |        0.55% |        0.71% |        0.01% |        0.03% |        1.54%
    mpki                             |         0.49 |         1.49 |         1.35 |         0.22 |         2.66 |        84.64 |         0.54 |        18.14 |         4.49 |         0.21 |         2.06 |         2.22 |         3.00 |         0.02 |         0.10 |         5.33
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       771093 |     11239833 |      1675489 |      2375529 |      3264112 |     21159733 |      1126142 |     15715024 |     24705435 |       657038 |      7135179 |     13234935 |     46505127 |       121429 |      1222971 |      2422808
    num misses                       |       770510 |      2353046 |       520493 |        74973 |      3264074 |     10898443 |       346450 |      4710780 |      2179354 |       346048 |       679857 |      1883758 |       355590 |       108416 |        30197 |      2049384
    miss rate                        |       99.92% |       20.93% |       31.07% |        3.16% |      100.00% |       51.51% |       30.76% |       29.98% |        8.82% |       52.67% |        9.53% |       14.23% |        0.76% |       89.28% |        2.47% |       84.59%
    mpki                             |         0.49 |         0.31 |         0.42 |         0.01 |         2.66 |        43.59 |         0.16 |         5.44 |         0.40 |         0.11 |         0.20 |         0.32 |         0.02 |         0.02 |         0.00 |         4.57
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    140009470 |    980957597 |    104185036 |   1226078751 |    134596360 |     23761816 |    210449978 |    151759492 |    648887121 |    282692500 |    477782081 |    949807517 |   1881220934 |    551907609 |   1193771333 |     37895516
    num cache misses                 |       220741 |      3496055 |       104047 |     14833524 |        26012 |        55079 |        69126 |      1810986 |       117146 |        92246 |     27274416 |     15989032 |     15609660 |       113992 |        76543 |       616939
    miss rate                        |        0.16% |        0.36% |        0.10% |        1.21% |        0.02% |        0.23% |        0.03% |        1.19% |        0.02% |        0.03% |        5.71% |        1.68% |        0.83% |        0.02% |        0.01% |        1.63%
    mpki                             |         0.14 |         0.46 |         0.08 |         1.37 |         0.02 |         0.22 |         0.03 |         2.09 |         0.02 |         0.03 |         7.88 |         2.69 |         1.01 |         0.02 |         0.01 |         1.38
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    431466903 |   2538101739 |    342451045 |   4514381348 |    458798160 |     88558906 |    731337459 |    403596636 |   2476398199 |   1242459218 |   1343637431 |   2388125945 |   6537449098 |   1991933929 |   3811270604 |    155358119
    num cache misses                 |     81351559 |      9655978 |     18263588 |     41386994 |     35905484 |     28768400 |     25775857 |     22412946 |     79106469 |     31949153 |     30066760 |     21076885 |     30114226 |      7450324 |    100984614 |     13294978
    miss rate                        |       18.85% |        0.38% |        5.33% |        0.92% |        7.83% |       32.49% |        3.52% |        5.55% |        3.19% |        2.57% |        2.24% |        0.88% |        0.46% |        0.37% |        2.65% |        8.56%
    mpki                             |        51.35 |         1.28 |        14.68 |         3.83 |        29.23 |       115.07 |        12.25 |        25.88 |        14.36 |        10.12 |         8.68 |         3.55 |         1.94 |         1.11 |         8.06 |        29.65
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     81572314 |     15277833 |     18526240 |     56453655 |     40384513 |     32541389 |     29583741 |     28758029 |     79957555 |     32079227 |     58740996 |     37926097 |     45967103 |      7757447 |    101465227 |     13947281
    num cache misses                 |     49544107 |      3857545 |     15565446 |      5258799 |     35931231 |     20374543 |     18923268 |     18396267 |     31212829 |     21964662 |     21768215 |      8594761 |      1609108 |      7228600 |      2463467 |     13162312
    miss rate                        |       60.74% |       25.25% |       84.02% |        9.32% |       88.97% |       62.61% |       63.97% |       63.97% |       39.04% |       68.47% |       37.06% |       22.66% |        3.50% |       93.18% |        2.43% |       94.37%
    mpki                             |        31.27 |         0.51 |        12.51 |         0.49 |        29.25 |        81.50 |         8.99 |        21.24 |         5.67 |         6.96 |         6.29 |         1.45 |         0.10 |         1.07 |         0.20 |        29.35
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     49544121 |      6029084 |     15740247 |      5538336 |     40384248 |     24162888 |     22810363 |     22949562 |     32105626 |     22016304 |     23175428 |      9467679 |      1857178 |      7425883 |      2880970 |     13199419
    num cache misses                 |     48858782 |      3632458 |     15156009 |      4153554 |     35906951 |     17316446 |     18544010 |     15282580 |      9358475 |     21856852 |      8042096 |      7626622 |      1606883 |      7219259 |      2457594 |     13028797
    miss rate                        |       98.62% |       60.25% |       96.29% |       75.00% |       88.91% |       71.67% |       81.30% |       66.59% |       29.15% |       99.28% |       34.70% |       80.55% |       86.52% |       97.22% |       85.30% |       98.71%
    mpki                             |        30.84 |         0.48 |        12.18 |         0.38 |        29.23 |        69.27 |         8.81 |        17.65 |         1.70 |         6.92 |         2.32 |         1.29 |         0.10 |         1.07 |         0.20 |        29.06
DRAM summary                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num dram accesses                  |    326932142 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns)   |       434.42 |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay        |       324.41 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       96.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
