                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  645704001 |  249999898 |  369081163 |  427580903
  Cycles                             |  796074666 |  796072702 |  796074661 |  796074976
  IPC                                |       0.81 |       0.31 |       0.46 |       0.54
  Time (ns)                          |  265358222 |  265357568 |  265358221 |  265358326
Branch predictor stats               |            |            |            |           
  num correct                        |     839233 |    4856955 |   22476655 |   63851944
  num incorrect                      |      14224 |    6669357 |     782435 |   14610102
  misprediction rate                 |      1.67% |     57.86% |      3.36% |     18.62%
  mpki                               |       0.02 |      26.68 |       2.12 |      34.17
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   73968401 |   27532058 |   35241567 |   59631730
    num misses                       |          6 |         14 |         22 |        161
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  482999254 |   93614435 |  122884091 |  166745275
    num misses                       |   17472192 |     661938 |    1058435 |     869159
    miss rate                        |      3.62% |      0.71% |      0.86% |      0.52%
    mpki                             |      27.06 |       2.65 |       2.87 |       2.03
  L2 TLB                             |            |            |            |           
    num accesses                     |   17472198 |     661952 |    1058457 |     869320
    num misses                       |   12537058 |     661946 |      89105 |      63625
    miss rate                        |     71.75% |    100.00% |      8.42% |      7.32%
    mpki                             |      19.42 |       2.65 |       0.24 |       0.15
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   73968401 |   27532058 |   35241567 |   59631730
    num cache misses                 |     163450 |      34196 |     126279 |    3766751
    miss rate                        |      0.22% |      0.12% |      0.36% |      6.32%
    mpki                             |       0.25 |       0.14 |       0.34 |       8.81
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  482999254 |   93614435 |  122884091 |  166745275
    num cache misses                 |    5370133 |    7413028 |    7417029 |    2726549
    miss rate                        |      1.11% |      7.92% |      6.04% |      1.64%
    mpki                             |       8.32 |      29.65 |      20.10 |       6.38
  Cache L2                           |            |            |            |           
    num cache accesses               |    5539022 |    8395615 |    8123810 |    6691938
    num cache misses                 |    3848947 |    7447150 |    2488165 |    2726205
    miss rate                        |     69.49% |     88.70% |     30.63% |     40.74%
    mpki                             |       5.96 |      29.79 |       6.74 |       6.38
  Cache L3                           |            |            |            |           
    num cache accesses               |    3854467 |    8395537 |    3083910 |    2926274
    num cache misses                 |    3649631 |    7437786 |    2320941 |    1276630
    miss rate                        |     94.69% |     88.59% |     75.26% |     43.63%
    mpki                             |       5.65 |      29.75 |       6.29 |       2.99
DRAM summary                         |            |            |            |           
  num dram accesses                  |   20138440 |          0 |          0 |          0
  average dram access latency (ns)   |     157.95 |        inf |        inf |        inf
  average dram queueing delay        |      47.94 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     75.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
