                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   403593669 |   620931341 |  1217305706 |   249999981
  Cycles                             |  1865838663 |  1865838679 |  1865838664 |  1865835142
  IPC                                |        0.22 |        0.33 |        0.65 |        0.13
  Time (ns)                          |   621946221 |   621946226 |   621946221 |   621945047
Branch predictor stats               |             |             |             |            
  num correct                        |    66652497 |    11924062 |   184233566 |    58565837
  num incorrect                      |     4199789 |    16482047 |    40382638 |     6500447
  misprediction rate                 |       5.93% |      58.02% |      17.98% |       9.99%
  mpki                               |       10.41 |       26.54 |       33.17 |       26.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    67501408 |    68481372 |   169124321 |    21135842
    num misses                       |           4 |          14 |         280 |       17441
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.07
  D-TLB                              |             |             |             |            
    num accesses                     |   123538121 |   230656245 |   472675604 |    86633855
    num misses                       |      146748 |     1647068 |     2514735 |     1331684
    miss rate                        |       0.12% |       0.71% |       0.53% |       1.54%
    mpki                             |        0.36 |        2.65 |        2.07 |        5.33
  L2 TLB                             |             |             |             |            
    num accesses                     |      146752 |     1647082 |     2515015 |     1349125
    num misses                       |      146752 |     1647063 |      232785 |     1140469
    miss rate                        |     100.00% |     100.00% |       9.26% |      84.53%
    mpki                             |        0.36 |        2.65 |        0.19 |        4.56
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    67501408 |    68481372 |   169124321 |    21135842
    num cache misses                 |       11299 |       51717 |     9978007 |      402870
    miss rate                        |       0.02% |       0.08% |       5.90% |       1.91%
    mpki                             |        0.03 |        0.08 |        8.20 |        1.61
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   123538121 |   230656245 |   472675604 |    86633855
    num cache misses                 |     9394421 |    17848260 |     9973145 |     7451361
    miss rate                        |       7.60% |       7.74% |       2.11% |       8.60%
    mpki                             |       23.28 |       28.74 |        8.19 |       29.81
  Cache L2                           |             |             |             |            
    num cache accesses               |    12652656 |    20254587 |    20412596 |     7871393
    num cache misses                 |     9405720 |    17899977 |     9792520 |     7526035
    miss rate                        |      74.34% |      88.37% |      47.97% |      95.61%
    mpki                             |       23.30 |       28.83 |        8.04 |       30.10
  Cache L3                           |             |             |             |            
    num cache accesses               |    12652656 |    20254587 |    10254698 |     7543726
    num cache misses                 |     9388621 |    17844916 |     2725762 |     7228556
    miss rate                        |      74.20% |      88.10% |      26.58% |      95.82%
    mpki                             |       23.26 |       28.74 |        2.24 |       28.91
DRAM summary                         |             |             |             |            
  num dram accesses                  |    48924183 |           0 |           0 |           0
  average dram access latency (ns)   |      148.91 |         inf |         inf |         inf
  average dram queueing delay        |       38.90 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
