                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999898 |  1317825006 |   684850587 |  2907636280
  Cycles                             |  2104060649 |  2104063423 |  2104064253 |  2104063333
  IPC                                |        0.12 |        0.63 |        0.33 |        1.38
  Time (ns)                          |   701353550 |   701354475 |   701354751 |   701354445
Branch predictor stats               |             |             |             |            
  num correct                        |     4856955 |    70099744 |    41607820 |   233892435
  num incorrect                      |     6669357 |    50382296 |    25037441 |    39267052
  misprediction rate                 |      57.86% |      41.82% |      37.57% |      14.38%
  mpki                               |       26.68 |       38.23 |       36.56 |       13.50
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    27532058 |   106759123 |    81670203 |   425997335
    num misses                       |          14 |          52 |          10 |          65
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    93614435 |   387665831 |   314969386 |  1394098058
    num misses                       |      661938 |       22685 |     2152040 |     7787089
    miss rate                        |       0.71% |       0.01% |       0.68% |       0.56%
    mpki                             |        2.65 |        0.02 |        3.14 |        2.68
  L2 TLB                             |             |             |             |            
    num accesses                     |      661952 |       22737 |     2152050 |     7787154
    num misses                       |      661946 |       20341 |     1708116 |       49250
    miss rate                        |     100.00% |      89.46% |      79.37% |       0.63%
    mpki                             |        2.65 |        0.02 |        2.49 |        0.02
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    27532058 |   106759123 |    81670203 |   425997335
    num cache misses                 |       10547 |       12667 |       30455 |    12527247
    miss rate                        |       0.04% |       0.01% |       0.04% |       2.94%
    mpki                             |        0.04 |        0.01 |        0.04 |        4.31
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    93614435 |   387665831 |   314969386 |  1394098058
    num cache misses                 |     7294153 |     1348317 |     4874350 |    45831189
    miss rate                        |       7.79% |       0.35% |       1.55% |       3.29%
    mpki                             |       29.18 |        1.02 |        7.12 |       15.76
  Cache L2                           |             |             |             |            
    num cache accesses               |     8249711 |     1376402 |     5375085 |    58362465
    num cache misses                 |     7304645 |     1307963 |     4140751 |      214538
    miss rate                        |      88.54% |      95.03% |      77.04% |       0.37%
    mpki                             |       29.22 |        0.99 |        6.05 |        0.07
  Cache L3                           |             |             |             |            
    num cache accesses               |     8249656 |     1323790 |     4704104 |      219545
    num cache misses                 |     7296073 |     1297780 |     1524206 |      113878
    miss rate                        |      88.44% |      98.04% |      32.40% |      51.87%
    mpki                             |       29.18 |        0.98 |        2.23 |        0.04
DRAM summary                         |             |             |             |            
  num dram accesses                  |    15334351 |           0 |           0 |           0
  average dram access latency (ns)   |      505.92 |         inf |         inf |         inf
  average dram queueing delay        |      365.88 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      87.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
