                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1122947966 |  9675504470 |   423586809 |  6223566891 |   420166565 |  6954210014 |  3182314704 |   553795909 |  1129742426 |  1752363633 |  1034069781 |  3726574357 |   249999981 |   663654728 |  8272846248 |  6391523591
  Cycles                             |  5861898334 |  5861897981 |  5861898268 |  5861898898 |  5861898266 |  5861898755 |  5861898050 |  5861898651 |  5861899297 |  5861898118 |  5861898431 |  5861898405 |  5861895960 |  5861897922 |  5861898714 |  5861897840
  IPC                                |        0.19 |        1.65 |        0.07 |        1.06 |        0.07 |        1.19 |        0.54 |        0.09 |        0.19 |        0.30 |        0.18 |        0.64 |        0.04 |        0.11 |        1.41 |        1.09
  Time (ns)                          |  1953966111 |  1953965994 |  1953966089 |  1953966299 |  1953966089 |  1953966252 |  1953966017 |  1953966217 |  1953966432 |  1953966039 |  1953966144 |  1953966135 |  1953965320 |  1953965974 |  1953966238 |  1953965947
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60395446 |  1785618986 |    70050323 |   550986934 |    57792989 |   925022158 |   480202746 |    93182721 |    10244980 |    40420355 |    34598230 |   201946457 |    58565837 |    12401930 |   550975407 |   281575068
  num incorrect                      |     1412773 |   121812778 |     4400563 |    91908661 |     7954756 |    93795435 |    53891559 |     8581018 |       68602 |      721056 |    16216961 |   141211760 |     6500447 |    17246636 |    94620285 |    15984673
  misprediction rate                 |       2.29% |       6.39% |       5.91% |      14.30% |      12.10% |       9.21% |      10.09% |       8.43% |       0.67% |       1.75% |      31.91% |      41.15% |       9.99% |      58.17% |      14.66% |       5.37%
  mpki                               |        1.26 |       12.59 |       10.39 |       14.77 |       18.93 |       13.49 |       16.93 |       15.49 |        0.06 |        0.41 |       15.68 |       37.89 |       26.00 |       25.99 |       11.44 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
