                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999879 |  1045110001 |   291041507 |   386086777 |   812994471 |   867500875 |   443731932 |  2359814729
  Cycles                             |  1166521822 |  1166523970 |  1166524183 |  1166524425 |  1166524042 |  1166524059 |  1166523935 |  1166524130
  IPC                                |        0.21 |        0.90 |        0.25 |        0.33 |        0.70 |        0.74 |        0.38 |        2.02
  Time (ns)                          |   388840607 |   388841323 |   388841394 |   388841475 |   388841347 |   388841353 |   388841312 |   388841377
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    38165828 |    69367579 |     5936136 |     8183352 |    72453447 |    39939909 |    23832370 |   187048104
  num incorrect                      |     8123236 |    11950887 |     8363995 |     1158625 |    12150999 |      330361 |      557145 |    15299112
  misprediction rate                 |      17.55% |      14.70% |      58.49% |      12.40% |      14.36% |       0.82% |       2.28% |       7.56%
  mpki                               |       32.49 |       11.44 |       28.74 |        3.00 |       14.95 |        0.38 |        1.26 |        6.48
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    34415971 |   126715027 |    33370329 |    37091964 |    92377318 |    66360690 |    44285044 |   197918542
    num misses                       |         133 |          18 |          14 |          62 |         356 |          43 |          47 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    96931747 |   440388973 |   111566637 |   194480448 |   339971032 |   499192602 |   157308269 |   649519123
    num misses                       |      514457 |     3114284 |      775828 |      494236 |      175866 |       66623 |      232850 |     3173548
    miss rate                        |       0.53% |       0.71% |       0.70% |       0.25% |       0.05% |       0.01% |       0.15% |       0.49%
    mpki                             |        2.06 |        2.98 |        2.67 |        1.28 |        0.22 |        0.08 |        0.52 |        1.34
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      514590 |     3114302 |      775842 |      494298 |      176222 |       66666 |      232897 |     3173590
    num misses                       |       50813 |       24024 |      775833 |        6384 |        5738 |       20422 |       75895 |      989160
    miss rate                        |       9.87% |       0.77% |     100.00% |       1.29% |       3.26% |      30.63% |      32.59% |      31.17%
    mpki                             |        0.20 |        0.02 |        2.67 |        0.02 |        0.01 |        0.02 |        0.17 |        0.42
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    34415971 |   126715027 |    33370329 |    37091964 |    92377318 |    66360690 |    44285044 |   197918542
    num cache misses                 |     2564453 |     1556544 |       14863 |      289983 |     1508331 |       39102 |       40942 |      167808
    miss rate                        |       7.45% |       1.23% |       0.04% |       0.78% |       1.63% |       0.06% |       0.09% |       0.08%
    mpki                             |       10.26 |        1.49 |        0.05 |        0.75 |        1.86 |        0.05 |        0.09 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    96931747 |   440388973 |   111566637 |   194480448 |   339971032 |   499192602 |   157308269 |   649519123
    num cache misses                 |     2713274 |     2892194 |     8672646 |     3507225 |     3348017 |     5081198 |     5646497 |    34563210
    miss rate                        |       2.80% |       0.66% |       7.77% |       1.80% |       0.98% |       1.02% |       3.59% |       5.32%
    mpki                             |       10.85 |        2.77 |       29.80 |        9.08 |        4.12 |        5.86 |       12.73 |       14.65
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5514504 |     4671569 |    10097994 |     4585179 |     4987133 |     5168366 |     6617712 |    34744404
    num cache misses                 |     2261794 |     1613505 |     8687455 |     2532623 |     1915016 |     3483437 |     4813397 |    28622472
    miss rate                        |      41.02% |      34.54% |      86.03% |      55.23% |      38.40% |      67.40% |      72.74% |      82.38%
    mpki                             |        9.05 |        1.54 |       29.85 |        6.56 |        2.36 |        4.02 |       10.85 |       12.13
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2501410 |     1843574 |    10097940 |     3321822 |     2071515 |     3533516 |     5796189 |    28636412
    num cache misses                 |     2247039 |     1598664 |     8687327 |     2514592 |     1885578 |     2985825 |     4810752 |      364037
    miss rate                        |      89.83% |      86.72% |      86.03% |      75.70% |      91.02% |      84.50% |      83.00% |       1.27%
    mpki                             |        8.99 |        1.53 |       29.85 |        6.51 |        2.32 |        3.44 |       10.84 |        0.15
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    35277173 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      196.04 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       86.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      90.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
