                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  390147030 |  346233183 |  249999984 |  487273242
  Cycles                             |  343254593 |  343254600 |  343252496 |  343254600
  IPC                                |       1.14 |       1.01 |       0.73 |       1.42
  Time (ns)                          |  114418198 |  114418200 |  114417499 |  114418200
Branch predictor stats               |            |            |            |           
  num correct                        |   58928190 |   44544293 |   15199251 |   27665638
  num incorrect                      |    6558476 |   10515264 |    9146162 |    4725977
  misprediction rate                 |     10.01% |     19.10% |     37.57% |     14.59%
  mpki                               |      16.81 |      30.37 |      36.58 |       9.70
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   62352938 |   48500353 |   29844534 |   54634286
    num misses                       |       2506 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  156510308 |  135457911 |  114926447 |  229277002
    num misses                       |     845678 |     225411 |     791198 |     145450
    miss rate                        |      0.54% |      0.17% |      0.69% |      0.06%
    mpki                             |       2.17 |       0.65 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     848184 |     225524 |     791208 |     145506
    num misses                       |     125259 |      37515 |     629351 |      22922
    miss rate                        |     14.77% |     16.63% |     79.54% |     15.75%
    mpki                             |       0.32 |       0.11 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   62352938 |   48500353 |   29844534 |   54634286
    num cache misses                 |    1034628 |    1418017 |      10577 |     109821
    miss rate                        |      1.66% |      2.92% |      0.04% |      0.20%
    mpki                             |       2.65 |       4.10 |       0.04 |       0.23
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  156510308 |  135457911 |  114926447 |  229277002
    num cache misses                 |    1355634 |    1564081 |    1769811 |    1366320
    miss rate                        |      0.87% |      1.15% |      1.54% |      0.60%
    mpki                             |       3.47 |       4.52 |       7.08 |       2.80
  Cache L2                           |            |            |            |           
    num cache accesses               |    2435761 |    3056746 |    1912517 |    1477777
    num cache misses                 |     772744 |     768816 |    1488515 |     829709
    miss rate                        |     31.72% |     25.15% |     77.83% |     56.15%
    mpki                             |       1.98 |       2.22 |       5.95 |       1.70
  Cache L3                           |            |            |            |           
    num cache accesses               |     818622 |     844604 |    1656947 |     831867
    num cache misses                 |     419594 |     198644 |     423963 |     396136
    miss rate                        |     51.26% |     23.52% |     25.59% |     47.62%
    mpki                             |       1.08 |       0.57 |       1.70 |       0.81
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2155333 |          0 |          0 |          0
  average dram access latency (ns)   |     138.05 |        inf |        inf |        inf
  average dram queueing delay        |      18.03 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     37.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
