                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   667857017 |   249999973 |   983053005 |   278966173
  Cycles                             |  1009196933 |  1009194871 |  1009196504 |  1009197036
  IPC                                |        0.66 |        0.25 |        0.97 |        0.28
  Time (ns)                          |   336398978 |   336398291 |   336398835 |   336399012
Branch predictor stats               |             |             |             |            
  num correct                        |    40570646 |    40600608 |    52378205 |    47236066
  num incorrect                      |    24415033 |     2521753 |    37655058 |     4298211
  misprediction rate                 |      37.57% |       5.85% |      41.82% |       8.34%
  mpki                               |       36.56 |       10.09 |       38.30 |       15.41
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    79633980 |    41868591 |    79084540 |    32380219
    num misses                       |          10 |           4 |          52 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   307200668 |    75636447 |   288573200 |    96971448
    num misses                       |     2096573 |       88470 |       17373 |     1652902
    miss rate                        |       0.68% |       0.12% |       0.01% |       1.70%
    mpki                             |        3.14 |        0.35 |        0.02 |        5.93
  L2 TLB                             |             |             |             |            
    num accesses                     |     2096583 |       88474 |       17425 |     1652944
    num misses                       |     1664491 |       88474 |       15567 |      471709
    miss rate                        |      79.39% |     100.00% |      89.34% |      28.54%
    mpki                             |        2.49 |        0.35 |        0.02 |        1.69
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    79633980 |    41868591 |    79084540 |    32380219
    num cache misses                 |       29777 |        3610 |       35686 |       23350
    miss rate                        |       0.04% |       0.01% |       0.05% |       0.07%
    mpki                             |        0.04 |        0.01 |        0.04 |        0.08
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   307200668 |    75636447 |   288573200 |    96971448
    num cache misses                 |     4754731 |     5661785 |     1098386 |    11511931
    miss rate                        |       1.55% |       7.49% |       0.38% |      11.87%
    mpki                             |        7.12 |       22.65 |        1.12 |       41.27
  Cache L2                           |             |             |             |            
    num cache accesses               |     5231156 |     7685089 |     1194617 |    12735363
    num cache misses                 |     4026976 |     5665395 |     1093574 |     9447344
    miss rate                        |      76.98% |      73.72% |      91.54% |      74.18%
    mpki                             |        6.03 |       22.66 |        1.11 |       33.87
  Cache L3                           |             |             |             |            
    num cache accesses               |     4578084 |     7685089 |     1155460 |    10648244
    num cache misses                 |     1528831 |     5660106 |     1090971 |     6554217
    miss rate                        |      33.39% |      73.65% |      94.42% |      61.55%
    mpki                             |        2.29 |       22.64 |        1.11 |       23.49
DRAM summary                         |             |             |             |            
  num dram accesses                  |    20986211 |           0 |           0 |           0
  average dram access latency (ns)   |      132.27 |         inf |         inf |         inf
  average dram queueing delay        |       22.26 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      62.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
