                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999973 |  956795392 |  625593588 |  390372747
  Cycles                             |  990417432 |  990419702 |  990419700 |  990419708
  IPC                                |       0.25 |       0.97 |       0.63 |       0.39
  Time (ns)                          |  330139144 |  330139901 |  330139900 |  330139903
Branch predictor stats               |            |            |            |           
  num correct                        |   40600608 |   42031178 |   94388144 |   58457435
  num incorrect                      |    2521753 |    2382387 |   10562026 |   13253301
  misprediction rate                 |      5.85% |      5.36% |     10.06% |     18.48%
  mpki                               |      10.09 |       2.49 |      16.88 |      33.95
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   41868591 |   91359994 |  100093958 |   54403961
    num misses                       |          4 |          8 |       3954 |        147
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   75636447 |  291737493 |  251816486 |  152155362
    num misses                       |      88470 |      91276 |    1404788 |     805793
    miss rate                        |      0.12% |      0.03% |      0.56% |      0.53%
    mpki                             |       0.35 |       0.10 |       2.25 |       2.06
  L2 TLB                             |            |            |            |           
    num accesses                     |      88474 |      91284 |    1408742 |     805940
    num misses                       |      88474 |       2475 |     204861 |      61366
    miss rate                        |    100.00% |      2.71% |     14.54% |      7.61%
    mpki                             |       0.35 |       0.00 |       0.33 |       0.16
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   41868591 |   91359994 |  100093958 |   54403961
    num cache misses                 |       4210 |      79517 |    2073013 |    3644747
    miss rate                        |      0.01% |      0.09% |      2.07% |      6.70%
    mpki                             |       0.02 |       0.08 |       3.31 |       9.34
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   75636447 |  291737493 |  251816486 |  152155362
    num cache misses                 |    5661988 |    8349058 |    2488427 |    2827972
    miss rate                        |      7.49% |      2.86% |      0.99% |      1.86%
    mpki                             |      22.65 |       8.73 |       3.98 |       7.24
  Cache L2                           |            |            |            |           
    num cache accesses               |    7685892 |    8635258 |    4829084 |    6749225
    num cache misses                 |    5666198 |    1566555 |    2508461 |    3337420
    miss rate                        |     73.72% |     18.14% |     51.94% |     49.45%
    mpki                             |      22.66 |       1.64 |       4.01 |       8.55
  Cache L3                           |            |            |            |           
    num cache accesses               |    7685892 |    1788694 |    2778562 |    3617546
    num cache misses                 |    5662649 |    1564968 |    2438548 |    3314270
    miss rate                        |     73.68% |     87.49% |     87.76% |     91.62%
    mpki                             |      22.65 |       1.64 |       3.90 |       8.49
DRAM summary                         |            |            |            |           
  num dram accesses                  |   17516800 |          0 |          0 |          0
  average dram access latency (ns)   |     132.11 |        inf |        inf |        inf
  average dram queueing delay        |      22.10 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     53.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
