                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  249999984 |  346792999 |  516823683 |  579863648 |  377954544 |  296669106 |  651524271 |  252372692
  Cycles                             |  367878585 |  367881913 |  367881894 |  367881794 |  367881906 |  367881896 |  367881753 |  367882064
  IPC                                |       0.68 |       0.94 |       1.40 |       1.58 |       1.03 |       0.81 |       1.77 |       0.69
  Time (ns)                          |  122626195 |  122627304 |  122627298 |  122627265 |  122627302 |  122627299 |  122627251 |  122627355
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   15199251 |   52913196 |   41552236 |   32894741 |   16903756 |   44851094 |   43629176 |   13640993
  num incorrect                      |    9146162 |   13703801 |    6985578 |    5627620 |   15657757 |    9834555 |    7401108 |     318927
  misprediction rate                 |     37.57% |     20.57% |     14.39% |     14.61% |     48.09% |     17.98% |     14.50% |      2.28%
  mpki                               |      36.58 |      39.52 |      13.52 |       9.71 |      41.43 |      33.15 |      11.36 |       1.26
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   29844534 |   45175755 |   75708486 |   65469562 |   28529148 |   41231131 |   78921806 |   25052219
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  114926447 |  116551788 |  247742748 |  272921358 |  107992719 |  115467745 |  274141428 |   87330969
    num misses                       |     791212 |     517897 |    1385008 |     175274 |       4854 |     622891 |    1889303 |     148183
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.69% |      0.17%
    mpki                             |       3.16 |       1.49 |       2.68 |       0.30 |       0.01 |       2.10 |       2.90 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     791222 |     517916 |    1385073 |     175330 |       4906 |     623031 |    1889321 |     148230
    num misses                       |     629353 |     108000 |       8910 |      27560 |       4288 |      54636 |      14173 |      42859
    miss rate                        |     79.54% |     20.85% |      0.64% |     15.72% |     87.40% |      8.77% |      0.75% |     28.91%
    mpki                             |       2.52 |       0.31 |       0.02 |       0.05 |       0.01 |       0.18 |       0.02 |       0.17
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   29844534 |   45175755 |   75708486 |   65469562 |   28529148 |   41231131 |   78921806 |   25052219
    num cache misses                 |      16981 |     240209 |    2524175 |     187818 |       7457 |    2449936 |     676382 |      24452
    miss rate                        |      0.06% |      0.53% |      3.33% |      0.29% |      0.03% |      5.94% |      0.86% |      0.10%
    mpki                             |       0.07 |       0.69 |       4.88 |       0.32 |       0.02 |       8.26 |       1.04 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  114926447 |  116551788 |  247742748 |  272921358 |  107992719 |  115467745 |  274141428 |   87330969
    num cache misses                 |    1775926 |     491192 |    8378786 |    1665052 |     291001 |    2432864 |    1326586 |    3101292
    miss rate                        |      1.55% |      0.42% |      3.38% |      0.61% |      0.27% |      2.11% |      0.48% |      3.55%
    mpki                             |       7.10 |       1.42 |      16.21 |       2.87 |       0.77 |       8.20 |       2.04 |      12.29
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1950734 |     829359 |   10906529 |    1854244 |     309355 |    4976648 |    2012068 |    3442682
    num cache misses                 |    1672243 |     348706 |    1715370 |    1302952 |     278994 |    2368386 |     213048 |    2526712
    miss rate                        |     85.72% |     42.05% |     15.73% |     70.27% |     90.19% |     47.59% |     10.59% |     73.39%
    mpki                             |       6.69 |       1.01 |       3.32 |       2.25 |       0.74 |       7.98 |       0.33 |      10.01
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1851328 |     448454 |    1719628 |    1304445 |     290040 |    2462345 |     222313 |    2849497
    num cache misses                 |     561175 |     170010 |      82699 |     322894 |     276074 |     436422 |      55515 |    1958827
    miss rate                        |     30.31% |     37.91% |      4.81% |     24.75% |     95.18% |     17.72% |     24.97% |     68.74%
    mpki                             |       2.24 |       0.49 |       0.16 |       0.56 |       0.73 |       1.47 |       0.09 |       7.76
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5642066 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     120.11 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      10.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
