                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   726652664 |   330224558 |   332703285 |   249999973
  Cycles                             |  1501343488 |  1501344005 |  1501343835 |  1501340690
  IPC                                |        0.48 |        0.22 |        0.22 |        0.17
  Time (ns)                          |   500447830 |   500448002 |   500447945 |   500446897
Branch predictor stats               |             |             |             |            
  num correct                        |    44161282 |    26137502 |     3011170 |    40600608
  num incorrect                      |    26577165 |     2137150 |       20148 |     2521753
  misprediction rate                 |      37.57% |       7.56% |       0.66% |       5.85%
  mpki                               |       36.57 |        6.47 |        0.06 |       10.09
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    86694127 |    28106825 |    29404355 |    41868591
    num misses                       |          10 |          42 |           3 |           4
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   334086092 |    90840826 |    90497075 |    75636447
    num misses                       |     2290801 |      441333 |      161231 |       88470
    miss rate                        |       0.69% |       0.49% |       0.18% |       0.12%
    mpki                             |        3.15 |        1.34 |        0.48 |        0.35
  L2 TLB                             |             |             |             |            
    num accesses                     |     2290811 |      441375 |      161234 |       88474
    num misses                       |     1821124 |      139356 |      161111 |       88474
    miss rate                        |      79.50% |      31.57% |      99.92% |     100.00%
    mpki                             |        2.51 |        0.42 |        0.48 |        0.35
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    86694127 |    28106825 |    29404355 |    41868591
    num cache misses                 |       31455 |      149820 |      498603 |       23179
    miss rate                        |       0.04% |       0.53% |       1.70% |       0.06%
    mpki                             |        0.04 |        0.45 |        1.50 |        0.09
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   334086092 |    90840826 |    90497075 |    75636447
    num cache misses                 |     5176241 |     5067008 |    17171103 |     5673840
    miss rate                        |       1.55% |       5.58% |      18.97% |       7.50%
    mpki                             |        7.12 |       15.34 |       51.61 |       22.70
  Cache L2                           |             |             |             |            
    num cache accesses               |     5870410 |     5306052 |    17701711 |     7717101
    num cache misses                 |     4344668 |     5021241 |    16222587 |     5697019
    miss rate                        |      74.01% |      94.63% |      91.64% |      73.82%
    mpki                             |        5.98 |       15.21 |       48.76 |       22.79
  Cache L3                           |             |             |             |            
    num cache accesses               |     5117554 |     5110574 |    16254592 |     7717101
    num cache misses                 |     2099924 |     5014482 |    16220184 |     5696939
    miss rate                        |      41.03% |      98.12% |      99.79% |      73.82%
    mpki                             |        2.89 |       15.19 |       48.75 |       22.79
DRAM summary                         |             |             |             |            
  num dram accesses                  |    45737790 |           0 |           0 |           0
  average dram access latency (ns)   |      191.99 |         inf |         inf |         inf
  average dram queueing delay        |       81.98 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      91.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
