                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1396533359 |  2390406726 |  2421589056 |  1697567025 |   946586211 |   595885437 |  1424805687 |   304058056 |  2302269439 |   601254080 |  2316853634 |   832042329 |  1458727620 |  2647757816 |  1451401404
  Cycles                             |  1669716403 |  1669720209 |  1669720200 |  1669720200 |  1669720200 |  1669720231 |  1669720405 |  1669720213 |  1669720317 |  1669720683 |  1669720200 |  1669720152 |  1669720201 |  1669720204 |  1669720191 |  1669720591
  IPC                                |        0.15 |        0.84 |        1.43 |        1.45 |        1.02 |        0.57 |        0.36 |        0.85 |        0.18 |        1.38 |        0.36 |        1.39 |        0.50 |        0.87 |        1.59 |        0.87
  Time (ns)                          |   556572134 |   556573403 |   556573400 |   556573400 |   556573400 |   556573410 |   556573468 |   556573404 |   556573439 |   556573561 |   556573400 |   556573384 |   556573400 |   556573401 |   556573397 |   556573530
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    72080473 |   212270830 |   111502656 |    97128497 |    57522872 |    31979502 |   217950457 |    50869974 |   101232195 |    36983197 |   186360415 |    19071881 |    26784156 |   176649822 |   219005889
  num incorrect                      |     4720676 |    54225994 |    35519053 |      925571 |    16484203 |    34614575 |      748319 |    55809821 |     4672710 |     5753288 |     1201725 |    31320547 |      338181 |     3987877 |    30238489 |    24563670
  misprediction rate                 |      12.07% |      42.93% |      14.33% |       0.82% |      14.51% |      37.57% |       2.29% |      20.39% |       8.41% |       5.38% |       3.15% |      14.39% |       1.74% |      12.96% |      14.62% |      10.08%
  mpki                               |       18.88 |       38.83 |       14.86 |        0.38 |        9.71 |       36.57 |        1.26 |       39.17 |       15.37 |        2.50 |        2.00 |       13.52 |        0.41 |        2.73 |       11.42 |       16.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   111694010 |   271471083 |   185253062 |   190935615 |   112917449 |    60211278 |   185386935 |    35411906 |   219597652 |    57266889 |   339449688 |    75158425 |   138867307 |   321170343 |   232279299
    num misses                       |          84 |          52 |         882 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          78 |          18 |        8659
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   408622586 |   999754487 |  1393469836 |   796527813 |   435264719 |   208363050 |   479489285 |   107551331 |   701591464 |   199260867 |  1110983291 |   325920123 |   743725386 |  1115996034 |   583912210
    num misses                       |     4543079 |       22890 |      530657 |      187355 |      513912 |     2981259 |      326368 |     2117996 |     1936573 |      220774 |     1709786 |     6197634 |      167032 |     1667059 |     7881899 |     3219687
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.16% |       0.44% |       1.80% |       0.03% |       0.86% |       0.56% |       0.05% |       0.22% |       0.71% |       0.55%
    mpki                             |       18.17 |        0.02 |        0.22 |        0.08 |        0.30 |        3.15 |        0.55 |        1.49 |        6.37 |        0.10 |        2.84 |        2.68 |        0.20 |        1.14 |        2.98 |        2.22
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4543163 |       22942 |      531539 |      187398 |      513968 |     2981269 |      326415 |     2118015 |     1936615 |      220782 |     1709808 |     6197699 |      167036 |     1667137 |     7881917 |     3228346
    num misses                       |     1361715 |       20384 |       16736 |       54691 |       80845 |     2367431 |      100732 |      443729 |      520364 |        5685 |      152659 |       39637 |       91210 |       22049 |       59972 |      462653
    miss rate                        |      29.97% |      88.85% |       3.15% |      29.18% |      15.73% |      79.41% |      30.86% |      20.95% |      26.87% |       2.57% |       8.93% |       0.64% |      54.60% |       1.32% |       0.76% |      14.33%
    mpki                             |        5.45 |        0.01 |        0.01 |        0.02 |        0.05 |        2.50 |        0.17 |        0.31 |        1.71 |        0.00 |        0.25 |        0.02 |        0.11 |        0.02 |        0.02 |        0.32
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   111694010 |   271471083 |   185253062 |   190935615 |   112917449 |    60211278 |   185386935 |    35411906 |   219597652 |    57266889 |   339449688 |    75158425 |   138867307 |   321170343 |   232279299
    num cache misses                 |      949357 |       18992 |     3745044 |      165559 |      557754 |       62167 |       58766 |      996385 |       40912 |       39626 |      386822 |    11173183 |       99548 |      252544 |     2807333 |     4369957
    miss rate                        |       2.17% |       0.02% |       1.38% |       0.09% |       0.29% |       0.06% |       0.10% |       0.54% |       0.12% |       0.02% |       0.68% |       3.29% |       0.13% |       0.18% |       0.87% |       1.88%
    mpki                             |        3.80 |        0.01 |        1.57 |        0.07 |        0.33 |        0.07 |        0.10 |        0.70 |        0.13 |        0.02 |        0.64 |        4.82 |        0.12 |        0.17 |        1.06 |        3.01
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   116504258 |   408622586 |   999754487 |  1393469836 |   796527813 |   435264719 |   208363050 |   479489285 |   107551331 |   701591464 |   199260867 |  1110983291 |   325920123 |   743725386 |  1115996034 |   583912210
    num cache misses                 |     6653132 |     1368642 |     9049737 |    13096033 |     4885966 |     6726629 |     7422388 |     2023838 |    12751399 |    18754469 |    12011462 |    37479892 |     8237113 |    11389571 |     5532322 |     5397455
    miss rate                        |       5.71% |       0.33% |       0.91% |       0.94% |       0.61% |       1.55% |       3.56% |       0.42% |      11.86% |       2.67% |       6.03% |       3.37% |       2.53% |       1.53% |       0.50% |       0.92%
    mpki                             |       26.61 |        0.98 |        3.79 |        5.41 |        2.88 |        7.11 |       12.46 |        1.42 |       41.94 |        8.15 |       19.98 |       16.18 |        9.90 |        7.81 |        2.09 |        3.72
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8862500 |     1409482 |    12806221 |    13268966 |     5451253 |     7327677 |     8479226 |     3405226 |    13807102 |    18883059 |    13268088 |    48657162 |     8344964 |    11747601 |     8402841 |     9941809
    num cache misses                 |     6531640 |     1327478 |     5052162 |     9162093 |     3830310 |     6316825 |     6073212 |     1409549 |    11299955 |      771975 |     5706706 |     7425109 |     5988916 |     6026619 |     1074358 |     5256400
    miss rate                        |      73.70% |      94.18% |      39.45% |      69.05% |      70.26% |      86.21% |      71.62% |      41.39% |      81.84% |       4.09% |      43.01% |      15.26% |      71.77% |      51.30% |      12.79% |      52.87%
    mpki                             |       26.13 |        0.95 |        2.11 |        3.78 |        2.26 |        6.67 |       10.19 |        0.99 |       37.16 |        0.34 |        9.49 |        3.20 |        7.20 |        4.13 |        0.41 |        3.62
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
