                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   393534540 |  1500512791 |   308688996 |   432740824 |   285647548 |   548205664 |   688178163 |   249999886 |  1191389117 |   695788260 |  5449967756 |   543339048 |   688522205 |  1425478323 |  1679507852 |  3114335573
  Cycles                             |  4162976195 |  4162975378 |  4162975590 |  4162974961 |  4162975200 |  4162976865 |  4162974974 |  4162971480 |  4162975309 |  4162975604 |  4162974978 |  4162976459 |  4162974939 |  4162976581 |  4162975655 |  4162975527
  IPC                                |        0.09 |        0.36 |        0.07 |        0.10 |        0.07 |        0.13 |        0.17 |        0.06 |        0.29 |        0.17 |        1.31 |        0.13 |        0.17 |        0.34 |        0.40 |        0.75
  Time (ns)                          |  1387658732 |  1387658459 |  1387658530 |  1387658320 |  1387658400 |  1387658955 |  1387658325 |  1387657160 |  1387658436 |  1387658535 |  1387658326 |  1387658820 |  1387658313 |  1387658860 |  1387658552 |  1387658509
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    31201061 |   276920059 |    51868793 |     7758428 |    46531312 |    33311108 |    42051930 |    34399075 |    52106174 |    21472977 |   593176173 |     4930021 |    55409423 |     1852820 |    95881241 |   414334645
  num incorrect                      |     2566137 |    18891213 |     4729782 |    10918901 |     2973020 |    20045486 |     1533121 |     4720676 |     2972181 |    10265908 |    90417684 |       33018 |     9289546 |       31402 |    16281956 |    41896621
  misprediction rate                 |       7.60% |       6.39% |       8.36% |      58.46% |       6.01% |      37.57% |       3.52% |      12.07% |       5.40% |      32.34% |      13.23% |       0.67% |      14.36% |       1.67% |      14.52% |       9.18%
  mpki                               |        6.52 |       12.59 |       15.32 |       25.23 |       10.41 |       36.57 |        2.23 |       18.88 |        2.49 |       14.75 |       16.59 |        0.06 |       13.49 |        0.02 |        9.69 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    33088793 |   246046652 |    36123249 |    46341899 |    48250571 |    65407882 |    65553594 |    43801034 |   113836937 |    55394606 |   641804965 |    48020986 |   100912071 |   163294878 |   188731381 |   467555603
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        2076
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
