                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   865343142 |  1851266172 |   249999909 |   935931867
  Cycles                             |  1089973500 |  1089973337 |  1089970606 |  1089973743
  IPC                                |        0.79 |        1.70 |        0.23 |        0.86
  Time (ns)                          |   363324500 |   363324446 |   363323535 |   363324581
Branch predictor stats               |             |             |             |            
  num correct                        |    43945539 |   245698061 |     2271023 |   141357896
  num incorrect                      |    33868041 |    24896559 |       15217 |    15818621
  misprediction rate                 |      43.52% |       9.20% |       0.67% |      10.06%
  mpki                               |       39.14 |       13.45 |        0.06 |       16.90
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    68742306 |   278207374 |    22095385 |   149675857
    num misses                       |          52 |        1281 |           3 |        5434
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |            
    num accesses                     |   252477519 |   724542787 |    68115827 |   375498637
    num misses                       |       13871 |      233982 |      121838 |     1996486
    miss rate                        |       0.01% |       0.03% |       0.18% |       0.53%
    mpki                             |        0.02 |        0.13 |        0.49 |        2.13
  L2 TLB                             |             |             |             |            
    num accesses                     |       13923 |      235263 |      121841 |     2001920
    num misses                       |       12335 |        6833 |      121749 |      288594
    miss rate                        |      88.59% |       2.90% |      99.92% |      14.42%
    mpki                             |        0.01 |        0.00 |        0.49 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    68742306 |   278207374 |    22095385 |   149675857
    num cache misses                 |        9600 |     5700136 |       71321 |     2432900
    miss rate                        |       0.01% |       2.05% |       0.32% |       1.63%
    mpki                             |        0.01 |        3.08 |        0.29 |        2.60
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   252477519 |   724542787 |    68115827 |   375498637
    num cache misses                 |      817048 |     9515447 |    12858728 |     3183620
    miss rate                        |       0.32% |       1.31% |      18.88% |       0.85%
    mpki                             |        0.94 |        5.14 |       51.43 |        3.40
  Cache L2                           |             |             |             |            
    num cache accesses               |      836904 |    15232829 |    12930062 |     5711216
    num cache misses                 |      792966 |      665643 |     7875500 |     1752153
    miss rate                        |      94.75% |       4.37% |      60.91% |      30.68%
    mpki                             |        0.92 |        0.36 |       31.50 |        1.87
  Cache L3                           |             |             |             |            
    num cache accesses               |      803802 |      682956 |     7875513 |     1847593
    num cache misses                 |      791370 |      213789 |     7796993 |      889210
    miss rate                        |      98.45% |      31.30% |      99.00% |      48.13%
    mpki                             |        0.91 |        0.12 |       31.19 |        0.95
DRAM summary                         |             |             |             |            
  num dram accesses                  |    16408826 |           0 |           0 |           0
  average dram access latency (ns)   |      285.71 |         inf |         inf |         inf
  average dram queueing delay        |      165.69 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      90.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
