                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   829913247 |  1382069451 |  1461484820 |  1087771231 |   584481341 |  1026536858 |  1616502097
  Cycles                             |  1177555428 |  1177558690 |  1177559119 |  1177558588 |  1177558928 |  1177559466 |  1177559054 |  1177558664
  IPC                                |        0.21 |        0.70 |        1.17 |        1.24 |        0.92 |        0.50 |        0.87 |        1.37
  Time (ns)                          |   392518476 |   392519563 |   392519706 |   392519529 |   392519643 |   392519822 |   392519685 |   392519555
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19053100 |    79704485 |    64326398 |     1415425 |    35503752 |   154694961 |   214329845
  num incorrect                      |     2521753 |      337866 |    13472289 |     3649434 |       23988 |    21364074 |    17446321 |    21752649
  misprediction rate                 |       5.85% |       1.74% |      14.46% |       5.37% |       1.67% |      37.57% |      10.13% |       9.21%
  mpki                               |       10.09 |        0.41 |        9.75 |        2.50 |        0.02 |       36.55 |       17.00 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    74969613 |   156026227 |   139394786 |   124604546 |    69711290 |   164452491 |   243356087
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        6115 |        1122
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   324876512 |   647154038 |   445130824 |   813690313 |   269052769 |   413911113 |   633370398
    num misses                       |       88470 |      166601 |      418419 |      141793 |    29401340 |     1832598 |     2336140 |      203872
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.61% |       0.68% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       27.03 |        3.14 |        2.28 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      166605 |      418475 |      141801 |    29401346 |     1832608 |     2342255 |      204994
    num misses                       |       88474 |       90885 |       65839 |        3689 |    21107351 |     1455918 |      334406 |        5959
    miss rate                        |     100.00% |      54.55% |      15.73% |       2.60% |      71.79% |      79.45% |      14.28% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.40 |        2.49 |        0.33 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    74969613 |   156026227 |   139394786 |   124604546 |    69711290 |   164452491 |   243356087
    num cache misses                 |       24874 |      133946 |      584408 |       96106 |      547196 |       84797 |     3404787 |     5348444
    miss rate                        |       0.06% |       0.18% |       0.37% |       0.07% |       0.44% |       0.12% |       2.07% |       2.20%
    mpki                             |        0.10 |        0.16 |        0.42 |        0.07 |        0.50 |        0.15 |        3.32 |        3.31
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   324876512 |   647154038 |   445130824 |   813690313 |   269052769 |   413911113 |   633370398
    num cache misses                 |     5676536 |     8346109 |     4184646 |    12286566 |     8962148 |     4264441 |     4120369 |     8400864
    miss rate                        |       7.51% |       2.57% |       0.65% |       2.76% |       1.10% |       1.58% |       1.00% |       1.33%
    mpki                             |       22.71 |       10.06 |        3.03 |        8.41 |        8.24 |        7.30 |        4.01 |        5.20
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7718250 |     8508057 |     4793103 |    12520395 |     9512186 |     4854028 |     7711416 |    13849579
    num cache misses                 |     5701410 |     6227479 |     3532524 |     1144817 |     6731679 |     4082717 |     4348309 |     1360110
    miss rate                        |      73.87% |      73.20% |      73.70% |       9.14% |      70.77% |      84.11% |      56.39% |       9.82%
    mpki                             |       22.81 |        7.50 |        2.56 |        0.78 |        6.19 |        6.99 |        4.24 |        0.84
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7718250 |     6261805 |     3557273 |     1287529 |     6734654 |     4632274 |     4535288 |     1460782
    num cache misses                 |     5691720 |     5708380 |     1770423 |      972749 |     4975568 |     2027802 |     1745419 |     1002139
    miss rate                        |      73.74% |      91.16% |      49.77% |      75.55% |      73.88% |      43.78% |      38.49% |      68.60%
    mpki                             |       22.77 |        6.88 |        1.28 |        0.67 |        4.57 |        3.47 |        1.70 |        0.62
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    31674661 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      160.41 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       50.40 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      80.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
