                                     | Core 0      | Core 1      | Core 2      | Core 3       | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12      | Core 13     | Core 14      | Core 15    
  Instructions                       |  1496989581 |  7625756652 |  5203538642 |  13896109553 |  1221548021 |   249999989 |  2104358740 |   858064295 |  7172273566 |  3065164298 |  3465542864 |  6538099231 |  15460749142 |  6699598847 |  12313925655 |   445809047
  Cycles                             |  9779767613 |  9779766990 |  9779766717 |   9779766608 |  9779767158 |  9779761633 |  9779768071 |  9779767337 |  9779767270 |  9779768059 |  9779767032 |  9779768299 |   9779766788 |  9779766711 |   9779766600 |  9779767022
  IPC                                |        0.15 |        0.78 |        0.53 |         1.42 |        0.12 |        0.03 |        0.22 |        0.09 |        0.73 |        0.31 |        0.35 |        0.67 |         1.58 |        0.69 |         1.26 |        0.05
  Time (ns)                          |  3259922538 |  3259922330 |  3259922239 |   3259922203 |  3259922386 |  3259920544 |  3259922690 |  3259922446 |  3259922423 |  3259922686 |  3259922344 |  3259922766 |   3259922263 |  3259922237 |   3259922200 |  3259922341
Branch predictor stats               |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  num correct                        |    13579371 |  1165873268 |   412572659 |   1231579308 |    23482980 |    43244780 |   112329417 |   118005000 |   778575438 |    70538901 |   527430084 |   985861553 |   1030231837 |   362193381 |    543328877 |   104456894
  num incorrect                      |       90991 |   298809834 |    33751325 |    205504461 |    32148571 |    11689069 |     2628384 |    16211708 |   118745773 |     1256886 |   113433268 |   110890677 |    176794244 |   254180269 |     30848484 |    11593743
  misprediction rate                 |       0.67% |      20.40% |       7.56% |       14.30% |      57.79% |      21.28% |       2.29% |      12.08% |      13.23% |       1.75% |      17.70% |      10.11% |       14.65% |      41.24% |        5.37% |       9.99%
  mpki                               |        0.06 |       39.18 |        6.49 |        14.79 |       26.32 |       46.76 |        1.25 |       18.89 |       16.56 |        0.41 |       32.73 |       16.96 |        11.44 |       37.94 |         2.51 |       26.01
TLB Summary                          |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  I-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   132301887 |   992102401 |   435429294 |   1577972080 |   133660567 |    23761816 |   210420376 |   150365773 |   844997870 |   274316135 |   478462843 |  1046943770 |   1876100731 |   545111111 |   1172993403 |    37670580
    num misses                       |           3 |          19 |          42 |         4654 |          14 |           3 |          47 |         104 |          10 |           4 |         622 |       38513 |           18 |          52 |            8 |       30809
