                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999883 |  357593480 |  251878038 |  358668280
  Cycles                             |  243873591 |  243876349 |  243876351 |  243876379
  IPC                                |       1.03 |       1.47 |       1.03 |       1.47
  Time (ns)                          |   81291197 |   81292116 |   81292117 |   81292126
Branch predictor stats               |            |            |            |           
  num correct                        |   13678195 |   32186113 |    4870040 |   28882728
  num incorrect                      |    9414386 |    5506074 |     741274 |    4835306
  misprediction rate                 |     40.77% |     14.61% |     13.21% |     14.34%
  mpki                               |      37.66 |      15.40 |       2.94 |      13.48
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20500819 |   40764425 |   24047759 |   52562650
    num misses                       |         52 |        208 |         62 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   73920987 |  149710349 |  127860446 |  171944061
    num misses                       |       4511 |      80143 |     286613 |     964351
    miss rate                        |      0.01% |      0.05% |      0.22% |      0.56%
    mpki                             |       0.02 |       0.22 |       1.14 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |       4563 |      80351 |     286675 |     964416
    num misses                       |       4160 |       2632 |       4158 |       6093
    miss rate                        |     91.17% |      3.28% |      1.45% |      0.63%
    mpki                             |       0.02 |       0.01 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20500819 |   40764425 |   24047759 |   52562650
    num cache misses                 |       9146 |     577513 |      45803 |    1731811
    miss rate                        |      0.04% |      1.42% |      0.19% |      3.29%
    mpki                             |       0.04 |       1.61 |       0.18 |       4.83
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   73920987 |  149710349 |  127860446 |  171944061
    num cache misses                 |     281221 |    1152445 |    1993446 |    5850882
    miss rate                        |      0.38% |      0.77% |      1.56% |      3.40%
    mpki                             |       1.12 |       3.22 |       7.91 |      16.31
  Cache L2                           |            |            |            |           
    num cache accesses               |     295536 |    1732763 |    2065838 |    7583657
    num cache misses                 |     279606 |     672842 |    1063780 |    1150688
    miss rate                        |     94.61% |     38.83% |     51.49% |     15.17%
    mpki                             |       1.12 |       1.88 |       4.22 |       3.21
  Cache L3                           |            |            |            |           
    num cache accesses               |     284869 |     675684 |    1090478 |    1151862
    num cache misses                 |     277868 |      39669 |     184075 |      23718
    miss rate                        |     97.54% |      5.87% |     16.88% |      2.06%
    mpki                             |       1.11 |       0.11 |       0.73 |       0.07
DRAM summary                         |            |            |            |           
  num dram accesses                  |     793128 |          0 |          0 |          0
  average dram access latency (ns)   |     112.56 |        inf |        inf |        inf
  average dram queueing delay        |       2.55 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
