                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  428704394 |  382415541 |  249999883 |  251999073
  Cycles                             |  238875471 |  238875595 |  238873583 |  238875459
  IPC                                |       1.79 |       1.60 |       1.05 |       1.05
  Time (ns)                          |   79625157 |   79625198 |   79624528 |   79625153
Branch predictor stats               |            |            |            |           
  num correct                        |   54022607 |   15981784 |   13678195 |    4889413
  num incorrect                      |    5912091 |     919177 |    9414386 |     743971
  misprediction rate                 |      9.86% |      5.44% |     40.77% |     13.21%
  mpki                               |      13.79 |       2.40 |      37.66 |       2.95
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   66128286 |   37172831 |   20500819 |   24065875
    num misses                       |        358 |          8 |         52 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  173402902 |  119767932 |   73920987 |  127910621
    num misses                       |      54650 |      31412 |       4511 |     287007
    miss rate                        |      0.03% |      0.03% |      0.01% |      0.22%
    mpki                             |       0.13 |       0.08 |       0.02 |       1.14
  L2 TLB                             |            |            |            |           
    num accesses                     |      55008 |      31420 |       4563 |     287069
    num misses                       |       1798 |       1032 |       4160 |       4156
    miss rate                        |      3.27% |      3.28% |     91.17% |      1.45%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   66128286 |   37172831 |   20500819 |   24065875
    num cache misses                 |    1370004 |        981 |       1532 |       3796
    miss rate                        |      2.07% |      0.00% |      0.01% |      0.02%
    mpki                             |       3.20 |       0.00 |       0.01 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  173402902 |  119767932 |   73920987 |  127910621
    num cache misses                 |    1435347 |    3243613 |     267286 |    1983799
    miss rate                        |      0.83% |      2.71% |      0.36% |      1.55%
    mpki                             |       3.35 |       8.48 |       1.07 |       7.87
  Cache L2                           |            |            |            |           
    num cache accesses               |    2811019 |    3252289 |     270965 |    2005997
    num cache misses                 |      83645 |      44066 |     259048 |     275349
    miss rate                        |      2.98% |      1.35% |     95.60% |     13.73%
    mpki                             |       0.20 |       0.12 |       1.04 |       1.09
  Cache L3                           |            |            |            |           
    num cache accesses               |      90084 |      51906 |     261245 |     294167
    num cache misses                 |      60710 |      38735 |     258682 |     155065
    miss rate                        |     67.39% |     74.63% |     99.02% |     52.71%
    mpki                             |       0.14 |       0.10 |       1.03 |       0.62
DRAM summary                         |            |            |            |           
  num dram accesses                  |     787064 |          0 |          0 |          0
  average dram access latency (ns)   |     113.07 |        inf |        inf |        inf
  average dram queueing delay        |       3.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
