                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1427617464 |   990293957 |  2025269437 |  1057877158 |  3884815971 |   420537814 |  5277741262 |  2498584178 |  7559391897 |   424287201 |  1513648468 |  3888735825 |   249999981 |  1582818075 |  1711996050 |  6600672254
  Cycles                             |  4084364957 |  4084364819 |  4084364715 |  4084365306 |  4084364817 |  4084365406 |  4084364911 |  4084365128 |  4084364489 |  4084364782 |  4084364825 |  4084364573 |  4084360249 |  4084364713 |  4084365784 |  4084364534
  IPC                                |        0.35 |        0.24 |        0.50 |        0.26 |        0.95 |        0.10 |        1.29 |        0.61 |        1.85 |        0.10 |        0.37 |        0.95 |        0.06 |        0.39 |        0.42 |        1.62
  Time (ns)                          |  1361454986 |  1361454940 |  1361454905 |  1361455102 |  1361454939 |  1361455136 |  1361454971 |  1361455043 |  1361454830 |  1361454928 |  1361454942 |  1361454858 |  1361453417 |  1361454905 |  1361455262 |  1361454845
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    86765997 |    33387786 |     2644881 |    65404019 |   222303718 |    57850257 |   232867950 |    46082885 |  1395090248 |    70177667 |   119999362 |   179068804 |    58565837 |    36382073 |   259668480 |   439782641
  num incorrect                      |    52212067 |    15620476 |       44822 |     2176656 |    37595155 |     7962049 |    13223732 |     7040746 |    95171754 |     4400563 |     9811738 |     1488329 |     6500447 |      646994 |    56464191 |    75503527
  misprediction rate                 |      37.57% |      31.87% |       1.67% |       3.22% |      14.47% |      12.10% |       5.37% |      13.25% |       6.39% |       5.90% |       7.56% |       0.82% |       9.99% |       1.75% |      17.86% |      14.65%
  mpki                               |       36.57 |       15.77 |        0.02 |        2.06 |        9.68 |       18.93 |        2.51 |        2.82 |       12.59 |       10.37 |        6.48 |        0.38 |       26.00 |        0.41 |       32.98 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   170340783 |    77960233 |   231967600 |   100510758 |   437038390 |    73649910 |   502747375 |   237727490 |  1239551157 |    71227359 |   126760558 |   297498055 |    21135842 |   142245016 |   236772674 |   800887536
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |          97 |          39 |           4 |          42 |          43 |       17441 |           4 |         356 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   656441533 |   428843060 |  1515066277 |   349798676 |  1823337212 |   195956797 |  1605208294 |  1270016080 |  2463596549 |   129227458 |   416686487 |  2237714909 |    86633855 |   620927625 |   664962823 |  2783270544
    num misses                       |     4501895 |      444279 |    54761501 |     2889306 |     1178011 |     7635703 |      512868 |     2803585 |          23 |      154028 |     2034907 |      301094 |     1331675 |      324749 |     3531151 |    19787633
    miss rate                        |       0.69% |       0.10% |       3.61% |       0.83% |       0.06% |       3.90% |       0.03% |       0.22% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.15 |        0.45 |       27.04 |        2.73 |        0.30 |       18.16 |        0.10 |        1.12 |        0.00 |        0.36 |        1.34 |        0.08 |        5.33 |        0.21 |        2.06 |        3.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4501905 |      444282 |    54761507 |     2889328 |     1178067 |     7635795 |      512876 |     2803682 |          62 |      154032 |     2034949 |      301137 |     1349116 |      324753 |     3531507 |    19787651
    num misses                       |     3577047 |      303170 |    39132703 |      274735 |      185508 |     2277498 |       12827 |       38565 |          62 |      154032 |      633141 |       87272 |     1140472 |      173196 |      323585 |      150992
    miss rate                        |      79.46% |      68.24% |      71.46% |       9.51% |      15.75% |      29.83% |       2.50% |       1.38% |     100.00% |     100.00% |      31.11% |      28.98% |      84.53% |      53.33% |       9.16% |       0.76%
    mpki                             |        2.51 |        0.31 |       19.32 |        0.26 |        0.05 |        5.42 |        0.00 |        0.02 |        0.00 |        0.36 |        0.42 |        0.02 |        4.56 |        0.11 |        0.19 |        0.02
