                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   1844620696 |    249999989 |    946908123 |   6841292596
  Cycles                             |  13597442805 |  13597439926 |  13597443134 |  13597442737
  IPC                                |         0.14 |         0.02 |         0.07 |         0.50
  Time (ns)                          |   4532480935 |   4532479976 |   4532481045 |   4532480913
Branch predictor stats               |              |              |              |             
  num correct                        |    146210602 |     43244780 |    159980005 |    741544312
  num incorrect                      |     11959239 |     11689069 |     14779126 |    113036673
  misprediction rate                 |        7.56% |       21.28% |        8.46% |       13.23%
  mpki                               |         6.48 |        46.76 |        15.61 |        16.52
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    154810924 |     23761816 |    109788522 |    805644768
    num misses                       |           42 |            3 |           42 |           10
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |    507612334 |     88558906 |    329425700 |   3074628437
    num misses                       |      2483506 |     21159494 |      5651193 |     30969496
    miss rate                        |        0.49% |       23.89% |        1.72% |        1.01%
    mpki                             |         1.35 |        84.64 |         5.97 |         4.53
  L2 TLB                             |              |              |              |             
    num accesses                     |      2483548 |     21159497 |      5651235 |     30969506
    num misses                       |       774020 |     10898843 |      1529444 |      2742513
    miss rate                        |       31.17% |       51.51% |       27.06% |        8.86%
    mpki                             |         0.42 |        43.60 |         1.62 |         0.40
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    154810924 |     23761816 |    109788522 |    805644768
    num cache misses                 |       217791 |       137413 |        88414 |       303650
    miss rate                        |        0.14% |        0.58% |        0.08% |        0.04%
    mpki                             |         0.12 |         0.55 |         0.09 |         0.04
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    507612334 |     88558906 |    329425700 |   3074628437
    num cache misses                 |     27140048 |     28860994 |     38644083 |     98505904
    miss rate                        |        5.35% |       32.59% |       11.73% |        3.20%
    mpki                             |        14.71 |       115.44 |        40.81 |        14.40
  Cache L2                           |              |              |              |             
    num cache accesses               |     27598989 |     33057944 |     44091216 |     99961073
    num cache misses                 |     23855796 |     23198081 |     31879049 |     54007616
    miss rate                        |       86.44% |       70.17% |       72.30% |       54.03%
    mpki                             |        12.93 |        92.79 |        33.67 |         7.89
  Cache L3                           |              |              |              |             
    num cache accesses               |     24097533 |     27304771 |     37240804 |     55260269
    num cache misses                 |     17935698 |     21610391 |     26957657 |     11849005
    miss rate                        |       74.43% |       79.15% |       72.39% |       21.44%
    mpki                             |         9.72 |        86.44 |        28.47 |         1.73
DRAM summary                         |              |              |              |             
  num dram accesses                  |    100922140 |            0 |            0 |            0
  average dram access latency (ns)   |       523.82 |          inf |          inf |          inf
  average dram queueing delay        |       383.78 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       89.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
