                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2812347292 |   662013136 |  4224183711 |  2927092415 |  3728648953 |   468687615 |  1964316253 |   249999989
  Cycles                             |  3165222462 |  3165222535 |  3165222321 |  3165222600 |  3165222466 |  3165222796 |  3165222893 |  3165218205
  IPC                                |        0.89 |        0.21 |        1.33 |        0.92 |        1.18 |        0.15 |        0.62 |        0.08
  Time (ns)                          |  1055074154 |  1055074179 |  1055074107 |  1055074200 |  1055074156 |  1055074266 |  1055074298 |  1055072735
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   429791124 |    90987243 |   779575073 |   154912768 |   562392456 |   109768876 |   298231225 |    43244780
  num incorrect                      |   110285582 |    12518455 |    53181761 |   112210244 |    63182693 |    12184720 |    64651360 |    11689069
  misprediction rate                 |      20.42% |      12.09% |       6.39% |      42.01% |      10.10% |       9.99% |      17.82% |      21.28%
  mpki                               |       39.21 |       18.91 |       12.59 |       38.34 |       16.95 |       26.00 |       32.91 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   365913864 |   115945568 |   692660760 |   236609562 |   596981165 |    39647429 |   271686247 |    23761816
    num misses                       |          19 |         100 |          39 |          52 |       21822 |       32896 |         394 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   946567132 |   308485955 |  1376655302 |   860283822 |  1501667118 |   162446983 |   762599763 |    88558906
    num misses                       |     4192566 |    12001132 |          23 |       49944 |     8386085 |     2511504 |     4052435 |    21158949
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.55% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.13 |        0.00 |        0.02 |        2.25 |        5.36 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4192585 |    12001232 |          62 |       49996 |     8407907 |     2544400 |     4052829 |    21158952
    num misses                       |      877449 |     3585033 |          62 |       44528 |     1195358 |     2150179 |      380010 |    10898195
    miss rate                        |      20.93% |      29.87% |     100.00% |      89.06% |      14.22% |      84.51% |       9.38% |      51.51%
    mpki                             |        0.31 |        5.42 |        0.00 |        0.02 |        0.32 |        4.59 |        0.19 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   365913864 |   115945568 |   692660760 |   236609562 |   596981165 |    39647429 |   271686247 |    23761816
    num cache misses                 |     2179490 |     2758720 |     8691894 |      326451 |    11362699 |      785432 |    16239172 |      193967
    miss rate                        |       0.60% |       2.38% |       1.25% |       0.14% |       1.90% |       1.98% |       5.98% |       0.82%
    mpki                             |        0.77 |        4.17 |        2.06 |        0.11 |        3.05 |        1.68 |        8.27 |        0.78
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   946567132 |   308485955 |  1376655302 |   860283822 |  1501667118 |   162446983 |   762599763 |    88558906
    num cache misses                 |     4234748 |    17813096 |      746180 |     3508769 |    14101095 |    14043795 |    17262728 |    28773533
    miss rate                        |       0.45% |       5.77% |       0.05% |       0.41% |       0.94% |       8.65% |       2.26% |      32.49%
    mpki                             |        1.51 |       26.91 |        0.18 |        1.20 |        3.78 |       29.96 |        8.79 |      115.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7218612 |    24956711 |     9567297 |     4134484 |    25818282 |    14876072 |    34412801 |    31814447
    num cache misses                 |     3444968 |    17816897 |     3134047 |     3817007 |    13646096 |    14241896 |    17563084 |    24523628
    miss rate                        |      47.72% |      71.39% |      32.76% |      92.32% |      52.85% |      95.74% |      51.04% |      77.08%
    mpki                             |        1.22 |       26.91 |        0.74 |        1.30 |        3.66 |       30.39 |        8.94 |       98.09
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4264115 |    22210701 |     3263271 |     4117828 |    14001602 |    14289945 |    18475906 |    27391563
    num cache misses                 |     2033563 |    14738864 |     2898593 |     3770960 |     3529771 |    13161276 |     5019982 |    16485790
    miss rate                        |      47.69% |      66.36% |      88.82% |      91.58% |      25.21% |      92.10% |      27.17% |      60.19%
    mpki                             |        0.72 |       22.26 |        0.69 |        1.29 |        0.95 |       28.08 |        2.56 |       65.94
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    76787711 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      129.52 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       19.51 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      72.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
