                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  507903908 |  1386785815 |  249999898 |  820360849 |  1209973454 |  1309639564 |  421152528 |  685161395
  Cycles                             |  858646257 |   858646250 |  858645121 |  858646252 |   858646268 |   858646402 |  858646250 |  858646257
  IPC                                |       0.59 |        1.62 |       0.29 |       0.96 |        1.41 |        1.53 |       0.49 |       0.80
  Time (ns)                          |  286215419 |   286215417 |  286215040 |  286215417 |   286215423 |   286215467 |  286215417 |  286215419
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   77459198 |    92497331 |    4856955 |   17263649 |   106343115 |    60303267 |   22422864 |   54354484
  num incorrect                      |   16538893 |    15833746 |    6669357 |    2556941 |    17747326 |      500559 |     524475 |    4465848
  misprediction rate                 |     17.59% |      14.62% |     57.86% |     12.90% |      14.30% |       0.82% |      2.29% |      7.59%
  mpki                               |      32.56 |       11.42 |      26.68 |       3.12 |       14.67 |        0.38 |       1.25 |       6.52
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   69986199 |   168143361 |   27532058 |   78657134 |   137113374 |   100187988 |   42297786 |   57175460
    num misses                       |        178 |          18 |         14 |         70 |         491 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  197001697 |   584282212 |   93614435 |  411417629 |   506672512 |   753615475 |  148912881 |  188768955
    num misses                       |    1047191 |     4116185 |     661938 |     986378 |      271353 |      100860 |     228370 |     932810
    miss rate                        |      0.53% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.06 |        2.97 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.36
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1047369 |     4116203 |     661952 |     986448 |      271844 |      100903 |     228417 |     932852
    num misses                       |     102227 |       31237 |     661946 |      13908 |        8761 |       30056 |      72109 |     291718
    miss rate                        |      9.76% |       0.76% |    100.00% |      1.41% |       3.22% |      29.79% |     31.57% |     31.27%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.43
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   69986199 |   168143361 |   27532058 |   78657134 |   137113374 |   100187988 |   42297786 |   57175460
    num cache misses                 |    4071686 |     1514945 |      18934 |     149021 |     1913584 |       89559 |      43506 |     109705
    miss rate                        |      5.82% |       0.90% |      0.07% |      0.19% |       1.40% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.02 |        1.09 |       0.08 |       0.18 |        1.58 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  197001697 |   584282212 |   93614435 |  411417629 |   506672512 |   753615475 |  148912881 |  188768955
    num cache misses                 |    4714227 |     2909783 |    7295061 |    6671855 |     4687353 |     7081970 |    5269348 |   10142210
    miss rate                        |      2.39% |       0.50% |      7.79% |      1.62% |       0.93% |       0.94% |      3.54% |      5.37%
    mpki                             |       9.28 |        2.10 |      29.18 |       8.13 |        3.87 |        5.41 |      12.51 |      14.80
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    9003656 |     4476384 |    8258823 |    6912006 |     6612612 |     7177545 |    6034242 |   10284289
    num cache misses                 |    4632229 |      630788 |    7313995 |    3439444 |     2640531 |     4956349 |    4338128 |    9485112
    miss rate                        |     51.45% |      14.09% |     88.56% |     49.76% |      39.93% |      69.05% |     71.89% |     92.23%
    mpki                             |       9.12 |        0.45 |      29.26 |       4.19 |        2.18 |        3.78 |      10.30 |      13.84
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4850194 |      682930 |    8258823 |    3530640 |     2652885 |     4962695 |    5075094 |    9517619
    num cache misses                 |    1256922 |      269372 |    7294016 |     625052 |      257437 |     1708494 |    3862603 |    2168310
    miss rate                        |     25.91% |      39.44% |     88.32% |     17.70% |       9.70% |      34.43% |     76.11% |     22.78%
    mpki                             |       2.47 |        0.19 |      29.18 |       0.76 |        0.21 |        1.30 |       9.17 |       3.16
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   24731143 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     170.49 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      60.48 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
