                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  467596696 |  430385730 |  249999984 |  742823719
  Cycles                             |  429680521 |  429680620 |  429678126 |  429680508
  IPC                                |       1.09 |       1.00 |       0.58 |       1.73
  Time (ns)                          |  143226840 |  143226873 |  143226042 |  143226836
Branch predictor stats               |            |            |            |           
  num correct                        |   70469530 |   54625914 |   15199251 |   42116350
  num incorrect                      |    7913882 |   13107155 |    9146162 |    7164190
  misprediction rate                 |     10.10% |     19.35% |     37.57% |     14.54%
  mpki                               |      16.92 |      30.45 |      36.58 |       9.64
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   74884465 |   60425399 |   29844534 |   83230369
    num misses                       |       2997 |        116 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  188604480 |  170637833 |  114926447 |  349614328
    num misses                       |    1091893 |     259873 |     791203 |     222378
    miss rate                        |      0.58% |      0.15% |      0.69% |      0.06%
    mpki                             |       2.34 |       0.60 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |    1094890 |     259989 |     791213 |     222434
    num misses                       |     157351 |      45032 |     629350 |      35200
    miss rate                        |     14.37% |     17.32% |     79.54% |     15.82%
    mpki                             |       0.34 |       0.10 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   74884465 |   60425399 |   29844534 |   83230369
    num cache misses                 |    1352065 |    1731346 |       7356 |     132042
    miss rate                        |      1.81% |      2.87% |      0.02% |      0.16%
    mpki                             |       2.89 |       4.02 |       0.03 |       0.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  188604480 |  170637833 |  114926447 |  349614328
    num cache misses                 |    1766939 |    1869214 |    1782892 |    2077401
    miss rate                        |      0.94% |      1.10% |      1.55% |      0.59%
    mpki                             |       3.78 |       4.34 |       7.13 |       2.80
  Cache L2                           |            |            |            |           
    num cache accesses               |    3196918 |    3696711 |    2046062 |    2210254
    num cache misses                 |     734569 |     513118 |    1247644 |    1114403
    miss rate                        |     22.98% |     13.88% |     60.98% |     50.42%
    mpki                             |       1.57 |       1.19 |       4.99 |       1.50
  Cache L3                           |            |            |            |           
    num cache accesses               |     813628 |     612421 |    1557112 |    1117086
    num cache misses                 |     659660 |     311123 |     823562 |     158299
    miss rate                        |     81.08% |     50.80% |     52.89% |     14.17%
    mpki                             |       1.41 |       0.72 |       3.29 |       0.21
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2740560 |          0 |          0 |          0
  average dram access latency (ns)   |     112.09 |        inf |        inf |        inf
  average dram queueing delay        |       2.08 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     19.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
