                                     | Core 0     | Core 1      | Core 2      | Core 3     
  Instructions                       |  249999973 |  1298400782 |  1776810746 |  1608691283
  Cycles                             |  923741549 |   923743171 |   923743144 |   923743200
  IPC                                |       0.27 |        1.41 |        1.92 |        1.74
  Time (ns)                          |  307913850 |   307914390 |   307914381 |   307914400
Branch predictor stats               |            |             |             |            
  num correct                        |   40600608 |    73453949 |   327912403 |   107226436
  num incorrect                      |    2521753 |    12419385 |    22370588 |    18407063
  misprediction rate                 |      5.85% |      14.46% |       6.39% |      14.65%
  mpki                               |      10.09 |        9.57 |       12.59 |       11.44
TLB Summary                          |            |             |             |            
  I-TLB                              |            |             |             |            
    num accesses                     |   41868591 |   145325626 |   291355291 |   195114543
    num misses                       |          4 |          56 |          39 |          18
    miss rate                        |      0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |            |             |             |            
    num accesses                     |   75636447 |   611602317 |   579067695 |   678107852
    num misses                       |      88470 |      395428 |          23 |     4806456
    miss rate                        |      0.12% |       0.06% |       0.00% |       0.71%
    mpki                             |       0.35 |        0.30 |        0.00 |        2.99
  L2 TLB                             |            |             |             |            
    num accesses                     |      88474 |      395484 |          62 |     4806474
    num misses                       |      88474 |       62347 |          62 |       36476
    miss rate                        |    100.00% |      15.76% |     100.00% |       0.76%
    mpki                             |       0.35 |        0.05 |        0.00 |        0.02
Cache Summary                        |            |             |             |            
  Cache L1-I                         |            |             |             |            
    num cache accesses               |   41868591 |   145325626 |   291355291 |   195114543
    num cache misses                 |       1836 |      232629 |     2756430 |     1628044
    miss rate                        |      0.00% |       0.16% |       0.95% |       0.83%
    mpki                             |       0.01 |        0.18 |        1.55 |        1.01
  Cache L1-D                         |            |             |             |            
    num cache accesses               |   75636447 |   611602317 |   579067695 |   678107852
    num cache misses                 |    5660890 |     3666026 |       25479 |     3121152
    miss rate                        |      7.48% |       0.60% |       0.00% |       0.46%
    mpki                             |      22.64 |        2.82 |        0.01 |        1.94
  Cache L2                           |            |             |             |            
    num cache accesses               |    7682420 |     3904839 |     2785364 |     4777730
    num cache misses                 |    5662726 |     2000765 |       74543 |      189560
    miss rate                        |     73.71% |      51.24% |       2.68% |       3.97%
    mpki                             |      22.65 |        1.54 |        0.04 |        0.12
  Cache L3                           |            |             |             |            
    num cache accesses               |    7682420 |     2029539 |       77998 |      218675
    num cache misses                 |    5660106 |     1435005 |       74536 |      189373
    miss rate                        |     73.68% |      70.71% |      95.56% |      86.60%
    mpki                             |      22.64 |        1.11 |        0.04 |        0.12
DRAM summary                         |            |             |             |            
  num dram accesses                  |   10216298 |           0 |           0 |           0
  average dram access latency (ns)   |     114.06 |         inf |         inf |         inf
  average dram queueing delay        |       4.05 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     33.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |             |             |            
  num loads from dram                |          0 |           0 |           0 |           0
  num loads from dram cache          |          0 |           0 |           0 |           0
  num loads from remote cache        |          0 |           0 |           0 |           0
