                                     | Core 0      | Core 1      | Core 2      | Core 3       | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12      | Core 13     | Core 14      | Core 15    
  Instructions                       |  1591459884 |  7802738123 |  1213691355 |  13943704524 |  1200393003 |   249999989 |  2033128504 |   844535856 |  5447101648 |  3068761557 |  3468292651 |  6525809622 |  15638918902 |  6448880192 |  12559257249 |   435975768
  Cycles                             |  9629467462 |  9629466608 |  9629466772 |   9629466605 |  9629466603 |  9629460954 |  9629467296 |  9629467377 |  9629466708 |  9629466717 |  9629467708 |  9629468701 |   9629466586 |  9629466795 |   9629466600 |  9629466784
  IPC                                |        0.17 |        0.81 |        0.13 |         1.45 |        0.12 |        0.03 |        0.21 |        0.09 |        0.57 |        0.32 |        0.36 |        0.68 |         1.62 |        0.67 |         1.30 |        0.05
  Time (ns)                          |  3209822488 |  3209822203 |  3209822258 |   3209822202 |  3209822201 |  3209820318 |  3209822432 |  3209822459 |  3209822236 |  3209822239 |  3209822570 |  3209822901 |   3209822196 |  3209822265 |   3209822200 |  3209822262
Branch predictor stats               |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  num correct                        |    14444430 |  1192781281 |    96261025 |   1234618540 |    22810687 |    43244780 |   108886614 |   116192318 |   592766824 |    70641485 |   527899597 |   984167605 |   1042104219 |   348335462 |    554206369 |   102135855
  num incorrect                      |       96750 |   305764925 |     7880598 |    205921321 |    31315537 |    11689069 |     2546670 |    15944951 |    90338173 |     1258596 |   113518372 |   110652803 |    178845383 |   244765943 |     31467318 |    11339408
  misprediction rate                 |       0.67% |      20.40% |       7.57% |       14.29% |      57.86% |      21.28% |       2.29% |      12.07% |      13.22% |       1.75% |      17.70% |      10.11% |       14.65% |      41.27% |        5.37% |       9.99%
  mpki                               |        0.06 |       39.19 |        6.49 |        14.77 |       26.09 |       46.76 |        1.25 |       18.88 |       16.58 |        0.41 |       32.73 |       16.96 |        11.44 |       37.95 |         2.51 |       26.01
TLB Summary                          |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  I-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   140654985 |  1015136324 |   101597137 |   1583065778 |   130865528 |    23761816 |   203371513 |   148005514 |   641413052 |   274726471 |   479003475 |  1044897037 |   1897639294 |   524610292 |   1196321127 |    36854071
    num misses                       |           3 |          19 |          42 |         4665 |          14 |           3 |          47 |         101 |          10 |           4 |         622 |       37860 |           18 |          52 |            8 |       30164
    miss rate                        |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00 |        0.00 |         0.00 |        0.07
  D-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   433442318 |  2626504473 |   334053231 |   5831108723 |   443761397 |    88558906 |   704776877 |   393555031 |  2441900886 |  1204187151 |  1345440573 |  2628384021 |   6594457754 |  1900884095 |   3819648224 |   151050465
    num misses                       |      774559 |    11627904 |     1639962 |      3076775 |     3113923 |    21159482 |     1088597 |    15338630 |    24682648 |      637573 |     7150449 |    14659469 |     46869464 |      114701 |      1222492 |     2323618
    miss rate                        |       0.18% |       0.44% |       0.49% |        0.05% |       0.70% |      23.89% |       0.15% |       3.90% |       1.01% |       0.05% |       0.53% |       0.56% |        0.71% |       0.01% |        0.03% |       1.54%
    mpki                             |        0.49 |        1.49 |        1.35 |         0.22 |        2.59 |       84.64 |        0.54 |       18.16 |        4.53 |        0.21 |        2.06 |        2.25 |         3.00 |        0.02 |         0.10 |        5.33
  L2 TLB                             |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |      774562 |    11627923 |     1640004 |      3081440 |     3113937 |    21159485 |     1088644 |    15338731 |    24682658 |      637577 |     7151071 |    14697329 |     46869482 |      114753 |      1222500 |     2353782
    num misses                       |      773976 |     2434661 |      510274 |        97064 |     3113899 |    10898146 |      336024 |     4603353 |     2178542 |      334423 |      693023 |     2088527 |       357936 |      102295 |        30255 |     1990515
    miss rate                        |      99.92% |      20.94% |      31.11% |        3.15% |     100.00% |      51.50% |      30.87% |      30.01% |       8.83% |      52.45% |       9.69% |      14.21% |        0.76% |      89.14% |        2.47% |      84.57%
    mpki                             |        0.49 |        0.31 |        0.42 |         0.01 |        2.59 |       43.59 |        0.17 |        5.45 |        0.40 |        0.11 |        0.20 |        0.32 |         0.02 |        0.02 |         0.00 |        4.57
Cache Summary                        |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  Cache L1-I                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   140654985 |  1015136324 |   101597137 |   1583065778 |   130865528 |    23761816 |   203371513 |   148005514 |   641413052 |   274726471 |   479003475 |  1044897037 |   1897639294 |   524610292 |   1196321127 |    36854071
    num cache misses                 |     1092982 |     5149803 |      193882 |     21711156 |       94201 |      189593 |      199371 |     3211293 |      470841 |      388380 |    27793581 |    19786518 |     16338451 |      140808 |       200850 |      698945
    miss rate                        |       0.78% |       0.51% |       0.19% |        1.37% |       0.07% |       0.80% |       0.10% |       2.17% |       0.07% |       0.14% |       5.80% |       1.89% |        0.86% |       0.03% |        0.02% |       1.90%
    mpki                             |        0.69 |        0.66 |        0.16 |         1.56 |        0.08 |        0.76 |        0.10 |        3.80 |        0.09 |        0.13 |        8.01 |        3.03 |         1.04 |        0.02 |         0.02 |        1.60
  Cache L1-D                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   433442318 |  2626504473 |   334053231 |   5831108723 |   443761397 |    88558906 |   704776877 |   393555031 |  2441900886 |  1204187151 |  1345440573 |  2628384021 |   6594457754 |  1900884095 |   3819648224 |   151050465
    num cache misses                 |    81827190 |    10739668 |    17922556 |     54099964 |    34356824 |    28750669 |    24954448 |    22471838 |    79030774 |    31028517 |    31016467 |    24508968 |     31052481 |     7070347 |    101248425 |    12999847
    miss rate                        |      18.88% |       0.41% |       5.37% |        0.93% |       7.74% |      32.47% |       3.54% |       5.71% |       3.24% |       2.58% |       2.31% |       0.93% |        0.47% |       0.37% |        2.65% |       8.61%
