                                     | Core 0     | Core 1     | Core 2      | Core 3    
  Instructions                       |  411715827 |  249999980 |  1174736513 |  934099615
  Cycles                             |  857317926 |  857317022 |   857317921 |  857317930
  IPC                                |       0.48 |       0.29 |        1.37 |       1.09
  Time (ns)                          |  285772642 |  285772341 |   285772641 |  285772644
Branch predictor stats               |            |            |             |           
  num correct                        |   32667734 |   42338506 |    94549986 |  141121223
  num incorrect                      |    2688573 |    3913322 |    15858519 |   15784750
  misprediction rate                 |      7.60% |      8.46% |      14.36% |     10.06%
  mpki                               |       6.53 |      15.65 |       13.50 |      16.90
TLB Summary                          |            |            |             |           
  I-TLB                              |            |            |             |           
    num accesses                     |   34290847 |   28960848 |   172163578 |  149337369
    num misses                       |         42 |         42 |          65 |       5432
    miss rate                        |      0.00% |      0.00% |       0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |             |           
    num accesses                     |  113402672 |   86565665 |   563247685 |  374778304
    num misses                       |     563511 |    1462153 |     3154284 |    1995120
    miss rate                        |      0.50% |      1.69% |       0.56% |      0.53%
    mpki                             |       1.37 |       5.85 |        2.69 |       2.14
  L2 TLB                             |            |            |             |           
    num accesses                     |     563553 |    1462195 |     3154349 |    2000552
    num misses                       |     176267 |     397357 |       19582 |     288349
    miss rate                        |     31.28% |     27.18% |       0.62% |     14.41%
    mpki                             |       0.43 |       1.59 |        0.02 |       0.31
Cache Summary                        |            |            |             |           
  Cache L1-I                         |            |            |             |           
    num cache accesses               |   34290847 |   28960848 |   172163578 |  149337369
    num cache misses                 |      66179 |      33255 |     5759078 |    2754607
    miss rate                        |      0.19% |      0.11% |       3.35% |      1.84%
    mpki                             |       0.16 |       0.13 |        4.90 |       2.95
  Cache L1-D                         |            |            |             |           
    num cache accesses               |  113402672 |   86565665 |   563247685 |  374778304
    num cache misses                 |    6113614 |   10112293 |    19003826 |    3412667
    miss rate                        |      5.39% |     11.68% |       3.37% |      0.91%
    mpki                             |      14.85 |      40.45 |       16.18 |       3.65
  Cache L2                           |            |            |             |           
    num cache accesses               |    6223274 |   11284165 |    24775824 |    6299965
    num cache misses                 |    5717706 |    8948629 |     3971616 |    3423408
    miss rate                        |     91.88% |     79.30% |      16.03% |     54.34%
    mpki                             |      13.89 |      35.79 |        3.38 |       3.66
  Cache L3                           |            |            |             |           
    num cache accesses               |    5761303 |   10087651 |     3986691 |    3556610
    num cache misses                 |    3724635 |    5895556 |      272459 |    1255368
    miss rate                        |     64.65% |     58.44% |       6.83% |     35.30%
    mpki                             |       9.05 |      23.58 |        0.23 |       1.34
DRAM summary                         |            |            |             |           
  num dram accesses                  |   13932007 |          0 |           0 |          0
  average dram access latency (ns)   |     121.82 |        inf |         inf |        inf
  average dram queueing delay        |      11.81 |       0.00 |        0.00 |       0.00
  average dram bandwidth utilization |     48.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |             |           
  num loads from dram                |          0 |          0 |           0 |          0
  num loads from dram cache          |          0 |          0 |           0 |          0
  num loads from remote cache        |          0 |          0 |           0 |          0
