                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1173330428 |  10834609517 |   452164483 |  8574821029 |   489138581 |  8766133145 |  3932891361 |   682867065 |   856521317 |  1762866184 |  1088111789 |  3948567114 |   249999981 |   685453103 |  9949204286 |  7715646260
  Cycles                             |  5989640864 |   5989639803 |  5989640821 |  5989639847 |  5989640656 |  5989640519 |  5989645019 |  5989639929 |  5989639877 |  5989641012 |  5989639915 |  5989640696 |  5989635666 |  5989641388 |  5989640661 |  5989639891
  IPC                                |        0.20 |         1.81 |        0.08 |        1.43 |        0.08 |        1.46 |        0.66 |        0.11 |        0.14 |        0.29 |        0.18 |        0.66 |        0.04 |        0.11 |        1.66 |        1.29
  Time (ns)                          |  1996546955 |   1996546601 |  1996546940 |  1996546616 |  1996546885 |  1996546840 |  1996548340 |  1996546643 |  1996546626 |  1996547004 |  1996546638 |  1996546899 |  1996545222 |  1996547129 |  1996546887 |  1996546630
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    62535420 |   1999532868 |    75060538 |   760332972 |    67281298 |  1169842806 |   593410902 |   115083810 |     7766229 |    40611050 |    35448826 |   211474640 |    58565837 |    12645759 |   663079677 |   340572283
  num incorrect                      |     1462967 |    136405877 |     4557689 |   126892589 |     9234822 |   117801936 |    66615382 |    10644303 |       52000 |      724237 |    16728645 |   150622683 |     6500447 |    17636762 |   113746296 |    19331633
  misprediction rate                 |       2.29% |        6.39% |       5.72% |      14.30% |      12.07% |       9.15% |      10.09% |       8.47% |       0.67% |       1.75% |      32.06% |      41.60% |       9.99% |      58.24% |      14.64% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.08 |       14.80 |       18.88 |       13.44 |       16.94 |       15.59 |        0.06 |        0.41 |       15.37 |       38.15 |       26.00 |       25.73 |       11.43 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   117288495 |   1776604077 |    76267361 |   973811496 |    85677775 |  1312390777 |   629454865 |    79298886 |    75699958 |   157547099 |    84920342 |   319602102 |    21135842 |    74110598 |  1207241806 |   734894599
    num misses                       |          47 |           39 |           4 |        2908 |          92 |        5674 |       22805 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   409508246 |   3530982561 |   136866050 |  3585404620 |   227962796 |  3414986476 |  1582395516 |   238392962 |   233172050 |   692134177 |   478387474 |  1161595733 |    86633855 |   249278189 |  4195096682 |  2346174991
    num misses                       |      627049 |           23 |      163875 |     1885109 |     8884227 |     1067490 |     8716688 |     4134873 |      416227 |      368691 |      491000 |       69535 |     1331663 |     1724682 |    29776850 |      753196
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.90% |       0.03% |       0.55% |       1.73% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.16 |        0.12 |        2.22 |        6.06 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        2.99 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      627096 |           62 |      163879 |     1888017 |     8884319 |     1073164 |     8739493 |     4134915 |      416230 |      368695 |      491003 |       69587 |     1349104 |     1724696 |    29776868 |      753204
    num misses                       |      194772 |           62 |      163879 |       59548 |     2660472 |       31141 |     1245301 |     1115673 |      415915 |      192006 |      333152 |       61979 |     1140464 |     1724677 |      227494 |       18697
    miss rate                        |      31.06% |      100.00% |     100.00% |       3.15% |      29.95% |       2.90% |      14.25% |      26.98% |      99.92% |      52.08% |      67.85% |      89.07% |      84.53% |     100.00% |       0.76% |       2.48%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.44 |        0.00 |        0.32 |        1.63 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   117288495 |   1776604077 |    76267361 |   973811496 |    85677775 |  1312390777 |   629454865 |    79298886 |    75699958 |   157547099 |    84920342 |   319602102 |    21135842 |    74110598 |  1207241806 |   734894599
    num cache misses                 |      117287 |     16721791 |       12570 |    13327820 |     1855824 |    26946866 |    11782308 |       89621 |      588177 |      227634 |      123741 |       50082 |      416616 |       54794 |    10308539 |      113557
    miss rate                        |       0.10% |        0.94% |       0.02% |       1.37% |       2.17% |       2.05% |       1.87% |       0.11% |       0.78% |       0.14% |       0.15% |       0.02% |       1.97% |       0.07% |       0.85% |       0.02%
    mpki                             |        0.10 |         1.54 |        0.03 |        1.55 |        3.79 |        3.07 |        3.00 |        0.13 |        0.69 |        0.13 |        0.11 |        0.01 |        1.67 |        0.08 |        1.04 |        0.01
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   409508246 |   3530982561 |   136866050 |  3585404620 |   227962796 |  3414986476 |  1582395516 |   238392962 |   233172050 |   692134177 |   478387474 |  1161595733 |    86633855 |   249278189 |  4195096682 |  2346174991
    num cache misses                 |    14443561 |       249666 |    10490757 |    33136834 |    13007822 |    47434180 |    14584721 |    27869657 |    43971687 |    17919273 |    24135626 |     4161533 |     7467011 |    19039449 |    19676866 |    62267456
    miss rate                        |       3.53% |        0.01% |       7.66% |       0.92% |       5.71% |       1.39% |       0.92% |      11.69% |      18.86% |       2.59% |       5.05% |       0.36% |       8.62% |       7.64% |       0.47% |       2.65%
    mpki                             |       12.31 |         0.02 |       23.20 |        3.86 |       26.59 |        5.41 |        3.71 |       40.81 |       51.34 |       10.16 |       22.18 |        1.05 |       29.87 |       27.78 |        1.98 |        8.07
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16591086 |     17020705 |    13904816 |    46486067 |    17318522 |    74663257 |    26792717 |    29686854 |    44559875 |    18159808 |    25850091 |     4266085 |     7907110 |    21448816 |    30048983 |    62609933
    num cache misses                 |    11760058 |       458255 |    10503327 |    18383087 |    12772450 |     4242198 |    14140155 |    24682520 |    28966612 |    12641939 |    21588575 |     4050497 |     7566757 |    19094243 |     2709333 |     2055389
    miss rate                        |      70.88% |        2.69% |      75.54% |      39.55% |      73.75% |       5.68% |      52.78% |      83.14% |      65.01% |      69.61% |      83.51% |      94.95% |      95.70% |      89.02% |       9.02% |       3.28%
    mpki                             |       10.02 |         0.04 |       23.23 |        2.14 |       26.11 |        0.48 |        3.60 |       36.15 |       33.82 |        7.17 |       19.84 |        1.03 |       30.27 |       27.86 |        0.27 |        0.27
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13824845 |       507503 |    13904816 |    18404565 |    15231008 |     4524829 |    14567459 |    26410971 |    28966623 |    12662856 |    23179299 |     4106546 |     7590829 |    21448816 |     2773540 |     2286557
    num cache misses                 |    10347881 |       423625 |    10484445 |      552215 |     8345720 |     1568231 |     3974616 |    10890205 |    26618768 |    12077215 |    21338136 |     4019620 |     7336047 |    19036224 |      466118 |     1258125
    miss rate                        |      74.85% |       83.47% |      75.40% |       3.00% |      54.79% |      34.66% |      27.28% |      41.23% |      91.89% |      95.38% |      92.06% |      97.88% |      96.64% |      88.75% |      16.81% |      55.02%
    mpki                             |        8.82 |         0.04 |       23.19 |        0.06 |       17.06 |        0.18 |        1.01 |       15.95 |       31.08 |        6.85 |       19.61 |        1.02 |       29.34 |       27.77 |        0.05 |        0.16
DRAM summary                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   192487528 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      458.30 |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      348.29 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
