                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4     | Core 5      | Core 6     | Core 7     
  Instructions                       |  468069761 |  1307532724 |  249999898 |  525661416 |  981887874 |  1004094202 |  416224462 |  1314687714
  Cycles                             |  917548963 |   917548262 |  917545382 |  917548241 |  917548770 |   917548410 |  917548474 |   917548253
  IPC                                |       0.51 |        1.43 |       0.27 |       0.57 |       1.07 |        1.09 |       0.45 |        1.43
  Time (ns)                          |  305849654 |   305849421 |  305848461 |  305849414 |  305849590 |   305849470 |  305849491 |   305849418
Branch predictor stats               |            |             |            |            |            |             |            |            
  num correct                        |   69868584 |    86918864 |    4856955 |   10944102 |   86683803 |    46244634 |   22291097 |   104189336
  num incorrect                      |   16033605 |    14952173 |    6669357 |    1648700 |   14460032 |      385587 |     521435 |     8514066
  misprediction rate                 |     18.66% |      14.68% |     57.86% |     13.09% |     14.30% |       0.83% |      2.29% |       7.55%
  mpki                               |      34.25 |       11.44 |      26.68 |       3.14 |      14.73 |        0.38 |       1.25 |        6.48
TLB Summary                          |            |             |            |            |            |             |            |            
  I-TLB                              |            |             |            |            |            |             |            |            
    num accesses                     |   66005360 |   158563131 |   27532058 |   50495799 |  111386958 |    76825085 |   41769090 |   110411656
    num misses                       |        166 |          18 |         14 |         66 |        420 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |            |             |            |            
    num accesses                     |  182158765 |   551046983 |   93614435 |  266675289 |  410864098 |   577769683 |  147566068 |   361812425
    num misses                       |     974368 |     3898747 |     661938 |     603633 |     218450 |       77910 |     227262 |     1763099
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.23% |      0.05% |       0.01% |      0.15% |       0.49%
    mpki                             |       2.08 |        2.98 |       2.65 |       1.15 |       0.22 |        0.08 |       0.55 |        1.34
  L2 TLB                             |            |             |            |            |            |             |            |            
    num accesses                     |     974534 |     3898765 |     661952 |     603699 |     218870 |       77953 |     227309 |     1763141
    num misses                       |      83312 |       29929 |     661946 |       8521 |       7123 |       22536 |      71091 |      549886
    miss rate                        |      8.55% |       0.77% |    100.00% |      1.41% |      3.25% |      28.91% |     31.28% |      31.19%
    mpki                             |       0.18 |        0.02 |       2.65 |       0.02 |       0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |            |             |            |            
  Cache L1-I                         |            |             |            |            |            |             |            |            
    num cache accesses               |   66005360 |   158563131 |   27532058 |   50495799 |  111386958 |    76825085 |   41769090 |   110411656
    num cache misses                 |    3972888 |     1435081 |       6056 |      34068 |    1431525 |       39888 |      18664 |      109408
    miss rate                        |      6.02% |       0.91% |      0.02% |      0.07% |      1.29% |       0.05% |      0.04% |       0.10%
    mpki                             |       8.49 |        1.10 |       0.02 |       0.06 |       1.46 |        0.04 |       0.04 |        0.08
  Cache L1-D                         |            |             |            |            |            |             |            |            
    num cache accesses               |  182158765 |   551046983 |   93614435 |  266675289 |  410864098 |   577769683 |  147566068 |   361812425
    num cache misses                 |    2944537 |     2715630 |    7293843 |    4317288 |    3828372 |     5249714 |    5198565 |    19249310
    miss rate                        |      1.62% |       0.49% |      7.79% |      1.62% |      0.93% |       0.91% |      3.52% |       5.32%
    mpki                             |       6.29 |        2.08 |      29.18 |       8.21 |       3.90 |        5.23 |      12.49 |       14.64
  Cache L2                           |            |             |            |            |            |             |            |            
    num cache accesses               |    7118332 |     4211811 |    8244917 |    4818686 |    5320606 |     5307789 |    5945355 |    19383199
    num cache misses                 |    2321841 |      512110 |    7299841 |    1460815 |     993027 |     2993597 |    3888357 |    16337472
    miss rate                        |     32.62% |      12.16% |     88.54% |     30.32% |     18.66% |      56.40% |     65.40% |      84.29%
    mpki                             |       4.96 |        0.39 |      29.20 |       2.78 |       1.01 |        2.98 |       9.34 |       12.43
  Cache L3                           |            |             |            |            |            |             |            |            
    num cache accesses               |    2524304 |      575332 |    8244859 |    1929500 |    1068988 |     3015989 |    4658982 |    16362384
    num cache misses                 |    1274906 |      511201 |    7295981 |    1403858 |     943041 |     2513714 |    3848649 |      968439
    miss rate                        |     50.51% |      88.85% |     88.49% |     72.76% |     88.22% |      83.35% |     82.61% |       5.92%
    mpki                             |       2.72 |        0.39 |      29.18 |       2.67 |       0.96 |        2.50 |       9.25 |        0.74
DRAM summary                         |            |             |            |            |            |             |            |            
  num dram accesses                  |   27246332 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  average dram access latency (ns)   |     183.26 |         inf |        inf |        inf |        inf |         inf |        inf |         inf
  average dram queueing delay        |      73.25 |        0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |            |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |          0 |           0 |          0 |           0
