                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |  140313886
  IPC                              |       0.71
  Time (ns)                        |   46771296
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596970
    num misses                     |      16137
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16141
    num misses                     |      13665
    miss rate                      |     84.66%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6506
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   42596970
    num cache misses               |     942017
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     949097
    num cache misses               |     862452
    miss rate                      |     90.87%
    mpki                           |       8.62
  Cache L3                         |           
    num cache accesses             |     863251
    num cache misses               |     848305
    miss rate                      |     98.27%
    mpki                           |       8.48
DRAM summary                       |           
  num dram accesses                |    1085410
  average dram access latency (ns) |     107.55
  average dram queueing delay      |      22.51
Coherency Traffic                  |           
  num loads from dram              |     611727
  num loads from dram cache        |          0
  num loads from remote cache      |          0
