                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3858373404 |   858810146 |  4037715466 |   249999989 |  4074084768 |  2905416606 |   482268096 |   943314363
  Cycles                             |  4251547801 |  4251548089 |  4251547800 |  4251543739 |  4251547812 |  4251547779 |  4251547927 |  4251547840
  IPC                                |        0.91 |        0.20 |        0.95 |        0.06 |        0.96 |        0.68 |        0.11 |        0.22
  Time (ns)                          |  1417182600 |  1417182696 |  1417182600 |  1417181246 |  1417182604 |  1417182593 |  1417182642 |  1417182613
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   207910755 |   118118951 |    76295791 |    43244780 |   524759355 |    66551355 |   112993474 |   159256584
  num incorrect                      |   146498145 |    16225676 |    11611202 |    11689069 |   122482296 |     1185607 |    12550631 |    14740691
  misprediction rate                 |      41.34% |      12.08% |      13.21% |      21.28% |      18.92% |       1.75% |      10.00% |       8.47%
  mpki                               |       37.97 |       18.89 |        2.88 |       46.76 |       30.06 |        0.41 |       26.02 |       15.63
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   314316403 |   150499522 |   384862284 |    23761816 |   571190107 |   260126733 |    40772631 |   109402058
    num misses                       |          52 |         104 |         122 |           3 |         277 |           4 |       33273 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1137674383 |   400173341 |  2051380422 |    88558906 |  1591382056 |  1143251081 |   167091171 |   328189411
    num misses                       |       67979 |    15596112 |     4558871 |    21160046 |     2843297 |      603849 |     2554385 |     5639344
    miss rate                        |       0.01% |       3.90% |       0.22% |      23.89% |       0.18% |       0.05% |       1.53% |       1.72%
    mpki                             |        0.02 |       18.16 |        1.13 |       84.64 |        0.70 |        0.21 |        5.30 |        5.98
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       68031 |    15596216 |     4558993 |    21160049 |     2843574 |      603853 |     2587658 |     5639386
    num misses                       |       60623 |     4676129 |       62889 |    10898392 |      453583 |      318492 |     2187315 |     1524374
    miss rate                        |      89.11% |      29.98% |       1.38% |      51.50% |      15.95% |      52.74% |      84.53% |      27.03%
    mpki                             |        0.02 |        5.44 |        0.02 |       43.59 |        0.11 |        0.11 |        4.54 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   314316403 |   150499522 |   384862284 |    23761816 |   571190107 |   260126733 |    40772631 |   109402058
    num cache misses                 |      122737 |     3260658 |      698942 |      189569 |    17733434 |      366996 |      771417 |      124922
    miss rate                        |       0.04% |       2.17% |       0.18% |       0.80% |       3.10% |       0.14% |       1.89% |       0.11%
    mpki                             |        0.03 |        3.80 |        0.17 |        0.76 |        4.35 |        0.13 |        1.60 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1137674383 |   400173341 |  2051380422 |    88558906 |  1591382056 |  1143251081 |   167091171 |   328189411
    num cache misses                 |     4277304 |    22817023 |    31698501 |    28749854 |    19816042 |    29429369 |    14377094 |    38406804
    miss rate                        |       0.38% |       5.70% |       1.55% |      32.46% |       1.25% |       2.57% |       8.60% |      11.70%
    mpki                             |        1.11 |       26.57 |        7.85 |      115.00 |        4.86 |       10.13 |       29.81 |       40.71
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4598339 |    30424731 |    32857678 |    32505610 |    38457801 |    29798677 |    15183719 |    42470711
    num cache misses                 |     4217041 |    22394841 |    16862006 |    24327136 |    17061388 |    20833765 |    14523877 |    33960493
    miss rate                        |      91.71% |      73.61% |      51.32% |      74.84% |      44.36% |      69.92% |      95.65% |      79.96%
    mpki                             |        1.09 |       26.08 |        4.18 |       97.31 |        4.19 |        7.17 |       30.12 |       36.00
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4418561 |    26748443 |    17322662 |    27918430 |    17972510 |    20840510 |    14560151 |    37901164
    num cache misses                 |     4189552 |    14847536 |     2977245 |    16683425 |     2416865 |    20008739 |    13979663 |    21189333
    miss rate                        |      94.82% |      55.51% |      17.19% |      59.76% |      13.45% |      96.01% |      96.01% |      55.91%
    mpki                             |        1.09 |       17.29 |        0.74 |       66.73 |        0.59 |        6.89 |       28.99 |       22.46
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   125388119 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      174.23 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       64.22 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
