                                     | Core 0     | Core 1     | Core 2      | Core 3    
  Instructions                       |  326198666 |  249999980 |  1149285090 |  956347904
  Cycles                             |  838146214 |  838140022 |   838145207 |  838144715
  IPC                                |       0.39 |       0.30 |        1.37 |       1.14
  Time (ns)                          |  279382072 |  279380008 |   279381736 |  279381572
Branch predictor stats               |            |            |             |           
  num correct                        |   25817408 |   42338506 |    92496145 |  144263850
  num incorrect                      |    2110091 |    3913322 |    15511618 |   16186301
  misprediction rate                 |      7.56% |      8.46% |      14.36% |     10.09%
  mpki                               |       6.47 |      15.65 |       13.50 |      16.93
TLB Summary                          |            |            |             |           
  I-TLB                              |            |            |             |           
    num accesses                     |   27753411 |   28960848 |   168424154 |  153073459
    num misses                       |         42 |         42 |          65 |       5825
    miss rate                        |      0.00% |      0.00% |       0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |             |           
    num accesses                     |   89741954 |   86565665 |   551036961 |  384963169
    num misses                       |     435241 |    1461859 |     3085590 |    2147137
    miss rate                        |      0.48% |      1.69% |       0.56% |      0.56%
    mpki                             |       1.33 |       5.85 |        2.68 |       2.25
  L2 TLB                             |            |            |             |           
    num accesses                     |     435283 |    1461901 |     3085655 |    2152962
    num misses                       |     137278 |     397304 |       19293 |     308637
    miss rate                        |     31.54% |     27.18% |       0.63% |     14.34%
    mpki                             |       0.42 |       1.59 |        0.02 |       0.32
Cache Summary                        |            |            |             |           
  Cache L1-I                         |            |            |             |           
    num cache accesses               |   27753411 |   28960848 |   168424154 |  153073459
    num cache misses                 |      53024 |      32780 |     5640764 |    2933184
    miss rate                        |      0.19% |      0.11% |       3.35% |      1.92%
    mpki                             |       0.16 |       0.13 |        4.91 |       3.07
  Cache L1-D                         |            |            |             |           
    num cache accesses               |   89741954 |   86565665 |   551036961 |  384963169
    num cache misses                 |    4800723 |   10096168 |    18601059 |    3613058
    miss rate                        |      5.35% |     11.66% |       3.38% |      0.94%
    mpki                             |      14.72 |      40.38 |       16.18 |       3.78
  Cache L2                           |            |            |             |           
    num cache accesses               |    4893241 |   11063579 |    24253314 |    6674403
    num cache misses                 |    4504359 |    8934866 |     3891535 |    3516786
    miss rate                        |     92.05% |     80.76% |      16.05% |     52.69%
    mpki                             |      13.81 |      35.74 |        3.39 |       3.68
  Cache L3                           |            |            |             |           
    num cache accesses               |    4543961 |    9869941 |     3905450 |    3645437
    num cache misses                 |    3920729 |    5558476 |      251054 |    1123886
    miss rate                        |     86.28% |     56.32% |       6.43% |     30.83%
    mpki                             |      12.02 |      22.23 |        0.22 |       1.18
DRAM summary                         |            |            |             |           
  num dram accesses                  |   13390516 |          0 |           0 |          0
  average dram access latency (ns)   |     121.89 |        inf |         inf |        inf
  average dram queueing delay        |      11.88 |       0.00 |        0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |             |           
  num loads from dram                |          0 |          0 |           0 |          0
  num loads from dram cache          |          0 |          0 |           0 |          0
  num loads from remote cache        |          0 |          0 |           0 |          0
