                                   | Core 0    
  Instructions                     |   99999898
  Cycles                           |   97875027
  IPC                              |       1.02
  Time (ns)                        |   32625009
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375933
    num misses                     |      62546
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62595
    num misses                     |       1645
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19261
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375933
    num cache misses               |     699304
    miss rate                      |      1.36%
    mpki                           |       6.99
  Cache L2                         |           
    num cache accesses             |     749022
    num cache misses               |     301689
    miss rate                      |     40.28%
    mpki                           |       3.02
  Cache L3                         |           
    num cache accesses             |     332246
    num cache misses               |     258503
    miss rate                      |     77.80%
    mpki                           |       2.59
DRAM summary                       |           
  num dram accesses                |     500622
  average dram access latency (ns) |      51.56
  average dram queueing delay      |       1.55
Coherency Traffic                  |           
  num loads from dram              |     189107
  num loads from dram cache        |          0
  num loads from remote cache      |          0
