                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3962279690 |   878674414 |  4001201889 |   249999989 |  3911603869 |  3009783913 |   496722918 |   929292740
  Cycles                             |  4432484426 |  4432484836 |  4432484421 |  4432480808 |  4432484412 |  4432484661 |  4432484770 |  4432484400
  IPC                                |        0.89 |        0.20 |        0.90 |        0.06 |        0.88 |        0.68 |        0.11 |        0.21
  Time (ns)                          |  1477494809 |  1477494946 |  1477494807 |  1477493603 |  1477494804 |  1477494887 |  1477494924 |  1477494800
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   213655280 |   120811886 |    73929369 |    43244780 |   503422166 |    69396110 |   116358942 |   156855642
  num incorrect                      |   150624198 |    16596871 |    11287758 |    11689069 |   117600672 |     1237833 |    12912060 |    14485519
  misprediction rate                 |      41.35% |      12.08% |      13.25% |      21.28% |      18.94% |       1.75% |       9.99% |       8.45%
  mpki                               |       38.01 |       18.89 |        2.82 |       46.76 |       30.06 |        0.41 |       25.99 |       15.59
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   321516541 |   153950870 |   380724534 |    23761816 |   548612959 |   268966546 |    41996420 |   107818955
    num misses                       |          52 |         105 |         122 |           3 |         267 |           4 |       34659 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1166908948 |   409439027 |  2033234955 |    88558906 |  1529493880 |  1182049848 |   172143567 |   323970407
    num misses                       |       70621 |    15950513 |     4500358 |    21160001 |     2716235 |      631334 |     2652031 |     5583100
    miss rate                        |       0.01% |       3.90% |       0.22% |      23.89% |       0.18% |       0.05% |       1.54% |       1.72%
    mpki                             |        0.02 |       18.15 |        1.12 |       84.64 |        0.69 |        0.21 |        5.34 |        6.01
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       70673 |    15950618 |     4500480 |    21160004 |     2716502 |      631338 |     2686690 |     5583142
    num misses                       |       63038 |     4776290 |       62027 |    10898480 |      433326 |      328214 |     2271284 |     1509192
    miss rate                        |      89.20% |      29.94% |       1.38% |      51.51% |      15.95% |      51.99% |      84.54% |      27.03%
    mpki                             |        0.02 |        5.44 |        0.02 |       43.59 |        0.11 |        0.11 |        4.57 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   321516541 |   153950870 |   380724534 |    23761816 |   548612959 |   268966546 |    41996420 |   107818955
    num cache misses                 |      118814 |     3344376 |      687750 |      189987 |    17091141 |      387442 |      802580 |      123404
    miss rate                        |       0.04% |       2.17% |       0.18% |       0.80% |       3.12% |       0.14% |       1.91% |       0.11%
    mpki                             |        0.03 |        3.81 |        0.17 |        0.76 |        4.37 |        0.13 |        1.62 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1166908948 |   409439027 |  2033234955 |    88558906 |  1529493880 |  1182049848 |   172143567 |   323970407
    num cache misses                 |     4433997 |    23344931 |    31188051 |    28756548 |    19019444 |    30644102 |    14805863 |    37928026
    miss rate                        |       0.38% |       5.70% |       1.53% |      32.47% |       1.24% |       2.59% |       8.60% |      11.71%
    mpki                             |        1.12 |       26.57 |        7.79 |      115.03 |        4.86 |       10.18 |       29.81 |       40.81
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4741187 |    31220925 |    32433185 |    32641437 |    37257066 |    31034843 |    15646775 |    41793997
    num cache misses                 |     4359554 |    22925832 |    16738035 |    24332807 |    16605133 |    21509155 |    14953095 |    33552296
    miss rate                        |      91.95% |      73.43% |      51.61% |      74.55% |      44.57% |      69.31% |      95.57% |      80.28%
    mpki                             |        1.10 |       26.09 |        4.18 |       97.33 |        4.25 |        7.15 |       30.10 |       36.11
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4551235 |    27464124 |    17295871 |    28053450 |    17756486 |    21518424 |    14992550 |    37296561
    num cache misses                 |     4331587 |    15335508 |     3534599 |    17229762 |     3297360 |    20641110 |    14377860 |    21777291
    miss rate                        |      95.17% |      55.84% |      20.44% |      61.42% |      18.57% |      95.92% |      95.90% |      58.39%
    mpki                             |        1.09 |       17.45 |        0.88 |       68.92 |        0.84 |        6.86 |       28.95 |       23.43
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   130993008 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      177.90 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       67.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
