                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  6008454738 |  1569850344 |   249999989 |  2062109204 |   850757622 |  6003715333 |  5488787611 |  10491040293
  Cycles                             |  6455602863 |  6455603780 |  6455598647 |  6455603254 |  6455603381 |  6455603018 |  6455603367 |   6455602864
  IPC                                |        0.93 |        0.24 |        0.04 |        0.32 |        0.13 |        0.93 |        0.85 |         1.63
  Time (ns)                          |  2151867621 |  2151867927 |  2151866216 |  2151867751 |  2151867794 |  2151867673 |  2151867789 |   2151867621
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   342196523 |    14251277 |    43244780 |   110415628 |   117017244 |   276483371 |   827891546 |    698975297
  num incorrect                      |    57876639 |       95462 |    11689069 |     2583234 |    16070055 |     2301953 |    93016292 |    119980075
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.07% |       0.83% |      10.10% |       14.65%
  mpki                               |        9.63 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.95 |        11.44
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   674489941 |   138745406 |    23761816 |   206198159 |   149094434 |   459321145 |   878759691 |   1273063871
    num misses                       |          56 |           3 |           3 |          47 |         101 |          43 |       31962 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2824110582 |   427598179 |    88558906 |   714840972 |   396447835 |  3454715816 |  2210319803 |   4423973031
    num misses                       |     1823939 |      764291 |    21159688 |     1094143 |    15450309 |      465916 |    12316823 |     31450131
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.90% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.16 |        0.08 |        2.24 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1823995 |      764294 |    21159691 |     1094190 |    15450410 |      465959 |    12348785 |     31450149
    num misses                       |      287544 |      763719 |    10898316 |      340254 |     4633427 |      133327 |     1754517 |       240487
    miss rate                        |      15.76% |      99.92% |      51.51% |      31.10% |      29.99% |      28.61% |      14.21% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.17 |        5.45 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   674489941 |   138745406 |    23761816 |   206198159 |   149094434 |   459321145 |   878759691 |   1273063871
    num cache misses                 |     1965549 |     1078200 |      189828 |      202899 |     3243701 |      416072 |    16660070 |     11133790
    miss rate                        |       0.29% |       0.78% |       0.80% |       0.10% |       2.18% |       0.09% |       1.90% |        0.87%
    mpki                             |        0.33 |        0.69 |        0.76 |        0.10 |        3.81 |        0.07 |        3.04 |         1.06
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2824110582 |   427598179 |    88558906 |   714840972 |   396447835 |  3454715816 |  2210319803 |   4423973031
    num cache misses                 |    17327832 |    80742220 |    28754426 |    25286971 |    22636499 |    32482907 |    20620289 |     21099609
    miss rate                        |       0.61% |      18.88% |      32.47% |       3.54% |       5.71% |       0.94% |       0.93% |        0.48%
    mpki                             |        2.88 |       51.43 |      115.02 |       12.26 |       26.61 |        5.41 |        3.76 |         2.01
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    19310155 |    81820434 |    32595219 |    29228692 |    30412679 |    32941999 |    37931492 |     32401735
    num cache misses                 |    13564776 |    53172149 |    24331300 |    20615608 |    22220049 |    22739584 |    19926482 |      3668285
    miss rate                        |      70.25% |      64.99% |      74.65% |      70.53% |      73.06% |      69.03% |      52.53% |       11.32%
    mpki                             |        2.26 |       33.87 |       97.33 |       10.00 |       26.12 |        3.79 |        3.63 |         0.35
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    13583570 |    53172163 |    28007268 |    24407909 |    26760093 |    22785573 |    20579966 |      3840963
    num cache misses                 |     8384750 |    48683867 |    17195771 |    18239038 |    15372986 |    14235465 |     5892880 |      1144982
    miss rate                        |      61.73% |      91.56% |      61.40% |      74.73% |      57.45% |      62.48% |      28.63% |       29.81%
    mpki                             |        1.40 |       31.01 |       68.78 |        8.84 |       18.07 |        2.37 |        1.07 |         0.11
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   202996499 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      266.23 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      156.22 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
