                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   849423682 |  1816211444 |  1653864931 |   942854044 |   783203412 |  1192571679 |  1868392253
  Cycles                             |  1082685068 |  1082688144 |  1082688003 |  1082688000 |  1082687956 |  1082688000 |  1082688000 |  1082688019
  IPC                                |        0.23 |        0.78 |        1.68 |        1.53 |        0.87 |        0.72 |        1.10 |        1.73
  Time (ns)                          |   360895023 |   360896048 |   360896001 |   360896000 |   360895985 |   360896000 |   360896000 |   360896006
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19196851 |   103276227 |    72352877 |     1223766 |    47601810 |   180035589 |   247963288
  num incorrect                      |     2521753 |      340266 |    17501811 |     4114223 |       20740 |    28645051 |    20170741 |    25141301
  misprediction rate                 |       5.85% |       1.74% |      14.49% |       5.38% |       1.67% |      37.57% |      10.07% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.64 |        2.49 |        0.02 |       36.57 |       16.91 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    76660143 |   203922194 |   158090993 |   108013170 |    93461913 |   190797185 |   281107073
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7023 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   334549329 |   854052923 |   505429708 |   705256559 |   360171704 |   479148306 |   731507678
    num misses                       |       88470 |      169556 |      552566 |      157238 |    25400243 |     2475300 |     2601353 |      233964
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.60% |       0.69% |       0.54% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.94 |        3.16 |        2.18 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      169560 |      552622 |      157246 |    25400249 |     2475310 |     2608376 |      235245
    num misses                       |       88474 |       93845 |       87063 |        4093 |    18177754 |     1967227 |      375810 |        6836
    miss rate                        |     100.00% |      55.35% |      15.75% |       2.60% |      71.57% |      79.47% |      14.41% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.28 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    76660143 |   203922194 |   158090993 |   108013170 |    93461913 |   190797185 |   281107073
    num cache misses                 |        7090 |       99534 |      594782 |       27855 |      464644 |       51783 |     3533045 |     5803696
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.43% |       0.06% |       1.85% |       2.06%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.49 |        0.07 |        2.96 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   334549329 |   854052923 |   505429708 |   705256559 |   360171704 |   479148306 |   731507678
    num cache misses                 |     5663673 |     8397823 |     5239868 |    13491407 |     7750287 |     5572792 |     4375847 |     9544635
    miss rate                        |       7.49% |       2.51% |       0.61% |       2.67% |       1.10% |       1.55% |       0.91% |       1.30%
    mpki                             |       22.65 |        9.89 |        2.89 |        8.16 |        8.22 |        7.12 |        3.67 |        5.11
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     8501539 |     5837343 |    13580237 |     8217642 |     6043261 |     8054076 |    15418723
    num cache misses                 |     5670763 |     6126393 |     4095633 |      500084 |     5747139 |     5236795 |     4290500 |      901570
    miss rate                        |      73.74% |      72.06% |      70.16% |       3.68% |      69.94% |      86.66% |      53.27% |       5.85%
    mpki                             |       22.68 |        7.21 |        2.26 |        0.30 |        6.10 |        6.69 |        3.60 |        0.48
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     6134070 |     4098599 |      561797 |     5749968 |     5716759 |     4436223 |      972018
    num cache misses                 |     5660106 |     5905645 |      431610 |      329073 |     5053548 |     1283962 |     1327304 |      390327
    miss rate                        |      73.60% |      96.28% |      10.53% |      58.58% |      87.89% |      22.46% |      29.92% |      40.16%
    mpki                             |       22.64 |        6.95 |        0.24 |        0.20 |        5.36 |        1.64 |        1.11 |        0.21
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27105015 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      145.57 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       35.56 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
