                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1566163403 |  7017474296 |   948465194 |  5486141730 |  3986838245 |  9929409242 |  2073250657 |  6347735368 |  6238539793 |  5083510077 |  5019703977 |  3331952704 |  1244463651 |   249999989 |  6832058501 |  11454666712
  Cycles                             |  8903514900 |  8903515526 |  8903515425 |  8903514907 |  8903515264 |  8903514900 |  8903515102 |  8903514906 |  8903516136 |  8903514900 |  8903514900 |  8903514920 |  8903515153 |  8903497367 |  8903515702 |   8903514900
  IPC                                |        0.18 |        0.79 |        0.11 |        0.62 |        0.45 |        1.12 |        0.23 |        0.71 |        0.70 |        0.57 |        0.56 |        0.37 |        0.14 |        0.03 |        0.77 |         1.29
  Time (ns)                          |  2967838300 |  2967838509 |  2967838475 |  2967838302 |  2967838421 |  2967838300 |  2967838367 |  2967838302 |  2967838712 |  2967838300 |  2967838300 |  2967838307 |  2967838384 |  2967832456 |  2967838567 |   2967838300
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
  num correct                        |    14218329 |   399594429 |   160395550 |   706835429 |     5189194 |   879274641 |   128300469 |  1171478199 |   340377429 |    95680089 |   543284198 |   507952663 |    98667662 |    43244780 |  1044473319 |    505664132
  num incorrect                      |       95242 |    67565569 |    14796442 |   164799442 |       87940 |   146648616 |     4314342 |    79917258 |   235356688 |    14529163 |    82732258 |   108600919 |     8068777 |    11689069 |   267718992 |     28700887
  misprediction rate                 |       0.67% |      14.46% |       8.45% |      18.91% |       1.67% |      14.29% |       3.25% |       6.39% |      40.88% |      13.18% |      13.22% |      17.61% |       7.56% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.63 |       15.60 |       30.04 |        0.02 |       14.77 |        2.08 |       12.59 |       37.73 |        2.86 |       16.48 |       32.59 |        6.48 |       46.76 |       39.19 |         2.51
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   138419606 |   787689076 |   110075704 |   769362108 |   456689377 |  1127230258 |   196918905 |  1040871048 |   510546674 |   484204601 |   590930689 |   459242999 |   104210533 |    23761816 |   888867415 |   1090988003
    num misses                       |           3 |          56 |          42 |         337 |           6 |        3348 |          22 |          39 |          52 |         138 |          10 |         596 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   426601182 |  3298471609 |   329903721 |  2142444020 |  2982306543 |  4152382161 |   685978515 |  2068721094 |  1843216633 |  2578593267 |  2255803657 |  1292533907 |   342519713 |    88558906 |  2299734223 |   3482948592
    num misses                       |      762541 |     2129846 |     5651733 |     3855908 |   107424104 |     2192539 |     5595029 |          23 |      112278 |     5778451 |    22911766 |     6863995 |     1675571 |    21159789 |    10179356 |      1118498
    miss rate                        |       0.18% |       0.06% |       1.71% |       0.18% |       3.60% |       0.05% |       0.82% |       0.00% |       0.01% |       0.22% |       1.02% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.96 |        0.70 |       26.94 |        0.22 |        2.70 |        0.00 |        0.02 |        1.14 |        4.56 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
    num accesses                     |      762544 |     2129902 |     5651775 |     3856245 |   107424110 |     2195887 |     5595051 |          62 |      112330 |     5778589 |    22911776 |     6864591 |     1675613 |    21159792 |    10179375 |      1118506
    num misses                       |      761970 |      335951 |     1529882 |      612418 |    76670650 |       69201 |      539710 |          62 |      100287 |       79504 |     2021410 |      665422 |      520546 |    10898289 |     2131297 |        27610
    miss rate                        |      99.92% |      15.77% |      27.07% |      15.88% |      71.37% |       3.15% |       9.65% |     100.00% |      89.28% |       1.38% |       8.82% |       9.69% |      31.07% |      51.50% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.61 |        0.11 |       19.23 |        0.01 |        0.26 |        0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
