                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   850504967 |   249999976 |  1301699110 |  1007240980
  Cycles                             |  1066869426 |  1066866507 |  1066869300 |  1066869300
  IPC                                |        0.80 |        0.23 |        1.22 |        0.94
  Time (ns)                          |   355623142 |   355622169 |   355623100 |   355623100
Branch predictor stats               |             |             |             |            
  num correct                        |    67420340 |    42338506 |   104706877 |   151844427
  num incorrect                      |     5514569 |     3913322 |    17597533 |    17099411
  misprediction rate                 |       7.56% |       8.46% |      14.39% |      10.12%
  mpki                               |        6.48 |       15.65 |       13.52 |       16.98
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    71630095 |    28960848 |   190726344 |   161308523
    num misses                       |          42 |          42 |          65 |        5998
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |            
    num accesses                     |   233998625 |    86565664 |   624175840 |   406071260
    num misses                       |     1144560 |     1461665 |     3483027 |     2302774
    miss rate                        |       0.49% |       1.69% |       0.56% |       0.57%
    mpki                             |        1.35 |        5.85 |        2.68 |        2.29
  L2 TLB                             |             |             |             |            
    num accesses                     |     1144602 |     1461707 |     3483092 |     2308772
    num misses                       |      358393 |      397314 |       22237 |      330410
    miss rate                        |      31.31% |      27.18% |       0.64% |      14.31%
    mpki                             |        0.42 |        1.59 |        0.02 |        0.33
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    71630095 |    28960848 |   190726344 |   161308523
    num cache misses                 |      137584 |       58938 |     6468709 |     3284675
    miss rate                        |       0.19% |       0.20% |       3.39% |       2.04%
    mpki                             |        0.16 |        0.24 |        4.97 |        3.26
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   233998625 |    86565664 |   624175840 |   406071260
    num cache misses                 |    12558782 |    10269558 |    21264190 |     4067307
    miss rate                        |       5.37% |      11.86% |       3.41% |       1.00%
    mpki                             |       14.77 |       41.08 |       16.34 |        4.04
  Cache L2                           |             |             |             |            
    num cache accesses               |    12750680 |    12041471 |    27765457 |     7566333
    num cache misses                 |    11787289 |     9362157 |     5016904 |     4227703
    miss rate                        |      92.44% |      77.75% |      18.07% |      55.88%
    mpki                             |       13.86 |       37.45 |        3.85 |        4.20
  Cache L3                           |             |             |             |            
    num cache accesses               |    11841768 |    11075405 |     5055690 |     4443085
    num cache misses                 |     3303364 |     7986913 |      729406 |     1888616
    miss rate                        |      27.90% |      72.11% |      14.43% |      42.51%
    mpki                             |        3.88 |       31.95 |        0.56 |        1.88
DRAM summary                         |             |             |             |            
  num dram accesses                  |    17520690 |           0 |           0 |           0
  average dram access latency (ns)   |      123.88 |         inf |         inf |         inf
  average dram queueing delay        |       13.87 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      49.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
